受賞作,著者,賞タイトル,著者__受賞・最終候補作,ISBN10,calil,ImageURL
13階段,高野和明,江戸川乱歩賞,高野和明__13階段,406274838X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
1R1分34秒,町屋良平,芥川賞,町屋良平__1R1分34秒,4103522712,https://calil.jp/book/4103522712,https://images-na.ssl-images-amazon.com/images/P/4103522712.09.LZZZZZZZ
4TEEN フォーティーン,石田衣良,直木賞,石田衣良__4TEENフォーティーン,4101250510,https://calil.jp/book/4104595012,https://images-na.ssl-images-amazon.com/images/P/4104595012.09.LZZZZZZZ
52ヘルツのクジラたち,町田そのこ,本屋大賞,町田そのこ__52ヘルツのクジラたち,4122073707,https://calil.jp/book/4120052982,https://images-na.ssl-images-amazon.com/images/P/4120052982.09.LZZZZZZZ
GO,金城一紀,直木賞,金城一紀__GO,8937831090,https://calil.jp/book/4062100541,https://images-na.ssl-images-amazon.com/images/P/4062100541.09.LZZZZZZZ
QJKJQ,佐藤究,江戸川乱歩賞,佐藤究__QJKJQ,4065125901,https://calil.jp/book/4062202190,https://images-na.ssl-images-amazon.com/images/P/4062202190.09.LZZZZZZZ
Twelve Y. O.,福井晴敏,江戸川乱歩賞,福井晴敏__Twelve Y. O.,4062731665,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
あかね空,山本一力,直木賞,山本一力__あかね空,416767002X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
あさくさの子供,長谷健,芥川賞,長谷健__あさくさの子供,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
あの夕陽,日野啓三,芥川賞,日野啓三__あの夕陽,4061983091,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
いつか汽笛を鳴らして,畑山博,芥川賞,畑山博__いつか汽笛を鳴らして,416740401X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
おいしいごはんが食べられますように,高瀬隼子,芥川賞,高瀬隼子__おいしいごはんが食べられますように,4065274095,https://calil.jp/book/4065274095,https://images-na.ssl-images-amazon.com/images/P/4065274095.09.LZZZZZZZ
おちくぼ姫,田辺聖子,本屋大賞,田辺聖子__おちくぼ姫,4041314232,https://calil.jp/book/4167903504,https://images-na.ssl-images-amazon.com/images/P/4167903504.09.LZZZZZZZ
おどるでく,室井光広,芥川賞,室井光広__おどるでく,4122073839,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
おらおらでひとりいぐも,若竹千佐子,芥川賞,若竹千佐子__おらおらでひとりいぐも,4309026370,https://calil.jp/book/4309026370,https://images-na.ssl-images-amazon.com/images/P/4309026370.09.LZZZZZZZ
お吟さま,今東光,直木賞,今東光__お吟さま,4101080011,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
かがみの孤城,辻村深月,本屋大賞,辻村深月__かがみの孤城,4591153320,https://calil.jp/book/4591153320,https://images-na.ssl-images-amazon.com/images/P/4591153320.09.LZZZZZZZ
きことわ,朝吹真理子,芥川賞,朝吹真理子__きことわ,4101251819,https://calil.jp/book/4103284625,https://images-na.ssl-images-amazon.com/images/P/4103284625.09.LZZZZZZZ
きれぎれ,町田康,芥川賞,町田康__きれぎれ,4167653036,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
この世の喜びよ,井戸川射子,芥川賞,井戸川射子__この世の喜びよ,4065296838,https://calil.jp/book/4065296838,https://images-na.ssl-images-amazon.com/images/P/4065296838.09.LZZZZZZZ
この人の閾,保坂和志,芥川賞,保坂和志__この人の閾,4103982020,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
この胸に深々と突き刺さる矢を抜け,白石一文,山本周五郎賞,白石一文__この胸に深々と突き刺さる矢を抜け,4062771152,https://calil.jp/book/4062152428,https://images-na.ssl-images-amazon.com/images/P/4062152428.09.LZZZZZZZ
されどわれらが日々──,柴田翔,芥川賞,柴田翔__されどわれらが日々──,4167102013,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
しょっぱいドライブ,大道珠貴,芥川賞,大道珠貴__しょっぱいドライブ,4163217606,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
しろがねの葉,千早茜,直木賞,千早茜__しろがねの葉,4103341947,https://calil.jp/book/4103341947,https://images-na.ssl-images-amazon.com/images/P/4103341947.09.LZZZZZZZ
しんせかい,山下澄人,芥川賞,山下澄人__しんせかい,4101015813,https://calil.jp/book/4103503610,https://images-na.ssl-images-amazon.com/images/P/4103503610.09.LZZZZZZZ
そして、バトンは渡された,瀬尾まいこ,本屋大賞,瀬尾まいこ__そして、バトンは渡された,4163907955,https://calil.jp/book/4163907955,https://images-na.ssl-images-amazon.com/images/P/4163907955.09.LZZZZZZZ
それぞれの終楽章,阿部牧郎,直木賞,阿部牧郎__それぞれの終楽章,4062036398,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
つまをめとらば,青山文平,直木賞,青山文平__つまをめとらば,4865965335,https://calil.jp/book/4163902929,https://images-na.ssl-images-amazon.com/images/P/4163902929.09.LZZZZZZZ
てんのじ村,難波利三,直木賞,難波利三__てんのじ村,4167432021,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ともぐい,河崎秋子,直木賞,河崎秋子__ともぐい,4103553413,https://calil.jp/book/4103553413,https://images-na.ssl-images-amazon.com/images/P/4103553413.09.LZZZZZZZ
ない仕事の作り方,みうらじゅん,本屋大賞,みうらじゅん__ない仕事の作り方,4163903690,https://calil.jp/book/4167911663,https://images-na.ssl-images-amazon.com/images/P/4167911663.09.LZZZZZZZ
はぐれ念仏,寺内大吉,直木賞,寺内大吉__はぐれ念仏,4059003239,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ひとり日和,青山七恵,芥川賞,青山七恵__ひとり日和,4860553926,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ふがいない僕は空を見た,窪美澄,山本周五郎賞,窪美澄__ふがいない僕は空を見た,4101391416,https://calil.jp/book/4103259213,https://images-na.ssl-images-amazon.com/images/P/4103259213.09.LZZZZZZZ
ほかならぬ人へ,白石一文,直木賞,白石一文__ほかならぬ人へ,4396338104,https://calil.jp/book/4396633289,https://images-na.ssl-images-amazon.com/images/P/4396633289.09.LZZZZZZZ
ぼくらの時代,栗本薫,江戸川乱歩賞,栗本薫__ぼくらの時代,4062759330,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ぼっけえ、きょうてえ,岩井志麻子,山本周五郎賞,岩井志麻子__ぼっけえ、きょうてえ,4043596014,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
まほろ駅前多田便利軒,三浦しをん,直木賞,三浦しをん__まほろ駅前多田便利軒,4167761017,https://calil.jp/book/4167761017,https://images-na.ssl-images-amazon.com/images/P/4167761017.09.LZZZZZZZ
むらさきのスカートの女,今村夏子,芥川賞,今村夏子__むらさきのスカートの女,4022516127,https://calil.jp/book/402265046X,https://images-na.ssl-images-amazon.com/images/P/402265046X.09.LZZZZZZZ
やまあいの煙,重兼芳子,芥川賞,重兼芳子__やまあいの煙,416305510X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ようこそ、ヒュナム洞書店へ,ファン・ボルム（著）牧野実加（訳）,本屋大賞,ファン・ボルム__ようこそ、ヒュナム洞書店へ,4087735249,https://calil.jp/book/4087735249,https://images-na.ssl-images-amazon.com/images/P/4087735249.09.LZZZZZZZ
よろずのことに気をつけよ,川瀬七緒,江戸川乱歩賞,川瀬七緒__よろずのことに気をつけよ,4062776243,https://calil.jp/book/4062776243,https://images-na.ssl-images-amazon.com/images/P/4062776243.09.LZZZZZZZ
れくいえむ,郷静子,芥川賞,郷静子__れくいえむ,416714901X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
わたしが消える,佐野広実,江戸川乱歩賞,佐野広実__わたしが消える,4065211204,https://calil.jp/book/4065211204,https://images-na.ssl-images-amazon.com/images/P/4065211204.09.LZZZZZZZ
われら闇より天を見る,クリス・ウィタカー,本屋大賞,クリス・ウィタカー__われら闇より天を見る,4152101571,https://calil.jp/book/4152101571,https://images-na.ssl-images-amazon.com/images/P/4152101571.09.LZZZZZZZ
アカシヤの大連,清岡卓行,芥川賞,清岡卓行__アカシヤの大連,4061960040,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
アサッテの人,諏訪哲史,芥川賞,諏訪哲史__アサッテの人,4062767007,https://calil.jp/book/4062142147,https://images-na.ssl-images-amazon.com/images/P/4062142147.09.LZZZZZZZ
アトラス伝説,井出孫六,直木賞,井出孫六__アトラス伝説,4167257017,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
アメリカひじき・火垂るの墓,野坂昭如,直木賞,野坂昭如__アメリカひじき・火垂るの墓,4101112037,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
アメリカン・スクール,小島信夫,芥川賞,小島信夫__アメリカン・スクール,4801000622,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
アルキメデスは手を汚さない,小峰元,江戸川乱歩賞,小峰元__アルキメデスは手を汚さない,4062755033,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
イエスの裔,柴田錬三郎,直木賞,柴田錬三郎__イエスの裔,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
エイジ,重松清,山本周五郎賞,重松清__エイジ,4101349169,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
エーゲ海に捧ぐ,池田満寿夫,芥川賞,池田満寿夫__エーゲ海に捧ぐ,4877092099,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
オキナワの少年,東峰夫,芥川賞,東峰夫__オキナワの少年,4167247011,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
カクテル・パーティー,大城立裕,芥川賞,大城立裕__カクテル・パーティー,4652071132,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
カタコンベ,神山裕右,江戸川乱歩賞,神山裕右__カタコンベ,4062758121,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
カディスの赤い星,逢坂剛,直木賞,逢坂剛__カディスの赤い星,4062756404,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
カラマーゾフの兄妹,高野史緒,江戸川乱歩賞,高野史緒__カラマーゾフの兄妹,4062178508,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
グランド･フィナーレ,阿部和重,芥川賞,阿部和重__グランド･フィナーレ,4062757753,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ゲルマニウムの夜,花村萬月,芥川賞,花村萬月__ゲルマニウムの夜,4163180702,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ゲームの王国,小川哲,山本周五郎賞,小川哲__ゲームの王国,4150314055,https://calil.jp/book/4152096799,https://images-na.ssl-images-amazon.com/images/P/4152096799.09.LZZZZZZZ
コシャマイン記,鶴田知也,芥川賞,鶴田知也__コシャマイン記,4062900440,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
コンビニ人間,村田沙耶香,芥川賞,村田沙耶香__コンビニ人間,4163906185,https://calil.jp/book/4163906185,https://images-na.ssl-images-amazon.com/images/P/4163906185.09.LZZZZZZZ
ゴールデンスランバー,伊坂幸太郎,山本周五郎賞 | 本屋大賞,伊坂幸太郎__ゴールデンスランバー,410125026X,https://calil.jp/book/4104596035,https://images-na.ssl-images-amazon.com/images/P/4104596035.09.LZZZZZZZ
サラバ！,西加奈子,直木賞,西加奈子__サラバ！,409386392X,https://calil.jp/book/409386392X,https://images-na.ssl-images-amazon.com/images/P/409386392X.09.LZZZZZZZ
サンショウウオの四十九日,朝比奈秋,芥川賞,朝比奈秋__サンショウウオの四十九日,4103557311,https://calil.jp/book/4103557311,https://images-na.ssl-images-amazon.com/images/P/4103557311.09.LZZZZZZZ
ザリガニの鳴くところ,ディーリア・オーウェンズ,本屋大賞,ディーリア・オーウェンズ__ザリガニの鳴くところ,4152099194,https://calil.jp/book/4152099194,https://images-na.ssl-images-amazon.com/images/P/4152099194.09.LZZZZZZZ
ザ・ロイヤルファミリー,早見和真,山本周五郎賞,早見和真__ザ・ロイヤルファミリー,4103361522,https://calil.jp/book/4103361522,https://images-na.ssl-images-amazon.com/images/P/4103361522.09.LZZZZZZZ
ジョン萬次郎漂流記・その他,井伏鱒二,直木賞,井伏鱒二__ジョン萬次郎漂流記・その他,4036523902,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
スクラップ・アンド・ビルド,羽田圭介,芥川賞,羽田圭介__スクラップ・アンド・ビルド,4163903402,https://calil.jp/book/4167910667,https://images-na.ssl-images-amazon.com/images/P/4167910667.09.LZZZZZZZ
スティル・ライフ,池澤夏樹,芥川賞,池澤夏樹__スティル・ライフ,486239293,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ソウル・ミュージック・ラバーズ・オンリー,山田詠美,直木賞,山田詠美__ソウル・ミュージック・ラバーズ・オンリー,4877284753,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
タイムスリップ・コンビナート,笙野頼子,芥川賞,笙野頼子__タイムスリップ・コンビナート,4167592010,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ダイヤモンドダスト,南木佳士,芥川賞,南木佳士__ダイヤモンドダスト,4167545012,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ツミデミック,一穂ミチ,直木賞,一穂ミチ__ツミデミック,4334101399,https://calil.jp/book/4334101399,https://images-na.ssl-images-amazon.com/images/P/4334101399.09.LZZZZZZZ
テスカトリポカ,佐藤究,山本周五郎賞 | 直木賞,佐藤究__テスカトリポカ,4041146186,https://calil.jp/book/4041096987,https://images-na.ssl-images-amazon.com/images/P/4041096987.09.LZZZZZZZ
テロリストのパラソル,藤原伊織,江戸川乱歩賞 | 直木賞,藤原伊織__テロリストのパラソル,4043847017,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ナイト・ダンサー,鳴海章,江戸川乱歩賞,鳴海章__ナイト・ダンサー,4061857231,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ナイルパーチの女子会,柚木麻子,山本周五郎賞,柚木麻子__ナイルパーチの女子会,4163902295,https://calil.jp/book/4163902295,https://images-na.ssl-images-amazon.com/images/P/4163902295.09.LZZZZZZZ
ナポレオン狂,阿刀田高,直木賞,阿刀田高__ナポレオン狂,4061362356,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ナリン殿下への回想,橘外男,直木賞,橘外男__ナリン殿下への回想,4390109464,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ニムロッド,上田岳弘,芥川賞,上田岳弘__ニムロッド,4065224500,https://calil.jp/book/4065143470,https://images-na.ssl-images-amazon.com/images/P/4065143470.09.LZZZZZZZ
ニューギニヤ山岳戦,岡田誠三,直木賞,岡田誠三__ニューギニヤ山岳戦,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ネコババのいる町で,瀧澤美恵子,芥川賞,瀧澤美恵子__ネコババのいる町で,4167172038,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ノワールをまとう女,神護かずみ,江戸川乱歩賞,神護かずみ__ノワールをまとう女,4065170974,https://calil.jp/book/4065170974,https://images-na.ssl-images-amazon.com/images/P/4065170974.09.LZZZZZZZ
ハヤカワ・ポケット・ミステリの出版,早川書房,江戸川乱歩賞,早川書房__ハヤカワ・ポケット・ミステリの出版,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ハリガネムシ,吉村萬壱,芥川賞,吉村萬壱__ハリガネムシ,4163223401,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ハンチバック,市川沙央,芥川賞,市川沙央__ハンチバック,4163917128,https://calil.jp/book/4163917128,https://images-na.ssl-images-amazon.com/images/P/4163917128.09.LZZZZZZZ
バリ山行,松永K三蔵,芥川賞,松永K三蔵__バリ山行,4065369606,https://calil.jp/book/4065369606,https://images-na.ssl-images-amazon.com/images/P/4065369606.09.LZZZZZZZ
パレード,吉田修一,山本周五郎賞,吉田修一__パレード,4344405153,https://calil.jp/book/4344001559,https://images-na.ssl-images-amazon.com/images/P/4344001559.09.LZZZZZZZ
パーク・ライフ,吉田修一,芥川賞,吉田修一__パーク・ライフ,4167665034,https://calil.jp/book/4163211802,https://images-na.ssl-images-amazon.com/images/P/4163211802.09.LZZZZZZZ
ビタミンF,重松清,直木賞,重松清__ビタミンF,4101349150,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ファーストラヴ,島本理生,直木賞,島本理生__ファーストラヴ,4163908412,https://calil.jp/book/4163908412,https://images-na.ssl-images-amazon.com/images/P/4163908412.09.LZZZZZZZ
フェイク・マッスル,日野瑛太郎,江戸川乱歩賞,日野瑛太郎__フェイク・マッスル,4065361915,https://calil.jp/book/4065361915,https://images-na.ssl-images-amazon.com/images/P/4065361915.09.LZZZZZZZ
フェニックスの弔鐘,阿部陽一,江戸川乱歩賞,阿部陽一__フェニックスの弔鐘,406275195X,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ブエノスアイレス午前零時,藤沢周,芥川賞,藤沢周__ブエノスアイレス午前零時,4309413242,https://calil.jp/book/4309012337,https://images-na.ssl-images-amazon.com/images/P/4309012337.09.LZZZZZZZ
ブラックボックス,砂川文次,芥川賞,砂川文次__ブラックボックス,406527365X,https://calil.jp/book/406527365X,https://images-na.ssl-images-amazon.com/images/P/406527365X.09.LZZZZZZZ
プラスティック,井上夢人,本屋大賞,井上夢人__プラスティック,4575231886,https://calil.jp/book/4575231886,https://images-na.ssl-images-amazon.com/images/P/4575231886.09.LZZZZZZZ
プラナリア,山本文緒,直木賞,山本文緒__プラナリア,4167708019,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
プラハからの道化たち,高柳芳夫,江戸川乱歩賞,高柳芳夫__プラハからの道化たち,4061830732,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
プリズン・トリック,遠藤武文,江戸川乱歩賞,遠藤武文__プリズン・トリック,4062771551,https://calil.jp/book/4062157063,https://images-na.ssl-images-amazon.com/images/P/4062157063.09.LZZZZZZZ
プレオー8の夜明け,古山高麗雄,芥川賞,古山高麗雄__プレオー8の夜明け,4061982710,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
プールサイド小景,庄野潤三,芥川賞,庄野潤三__プールサイド小景,4101139016,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ベティさんの庭,山本道子,芥川賞,山本道子__ベティさんの庭,4101160015,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ホテルローヤル,桜木紫乃,直木賞,桜木紫乃__ホテルローヤル,4087453251,https://calil.jp/book/4087714926,https://images-na.ssl-images-amazon.com/images/P/4087714926.09.LZZZZZZZ
ボロ家の春秋,梅崎春生,直木賞,梅崎春生__ボロ家の春秋,4122070759,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ポトスライムの舟,津村記久子,芥川賞,津村記久子__ポトスライムの舟,4062769298,https://calil.jp/book/4062152878,https://images-na.ssl-images-amazon.com/images/P/4062152878.09.LZZZZZZZ
マッチメイク,不知火京介,江戸川乱歩賞,不知火京介__マッチメイク,4062754800,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
マークスの山,高村薫,直木賞,高村薫__マークスの山,4062734915,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
モッキングバードのいる町,森禮子,芥川賞,森禮子__モッキングバードのいる町,4103351012,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
モーツァルトは子守唄を歌わない,森雅裕,江戸川乱歩賞,森雅裕__モーツァルトは子守唄を歌わない,4061842560,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
ユートピア,湊かなえ,山本周五郎賞,湊かなえ__ユートピア,4087457486,https://calil.jp/book/4087716376,https://images-na.ssl-images-amazon.com/images/P/4087716376.09.LZZZZZZZ
ルソンの谷間,江崎誠致,直木賞,江崎誠致__ルソンの谷間,4769800983,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
一瞬の風になれ,佐藤多佳子,本屋大賞,佐藤多佳子__一瞬の風になれ,4062764083,https://calil.jp/book/4062135620,https://images-na.ssl-images-amazon.com/images/P/4062135620.09.LZZZZZZZ
一絃の琴,宮尾登美子,直木賞,宮尾登美子__一絃の琴,4062760282,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
三匹の蟹,大庭みな子,芥川賞,大庭みな子__三匹の蟹,4061311204,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
三十の反撃,ソン・ウォンピョン,本屋大賞,ソン・ウォンピョン__三十の反撃,4396636121,https://calil.jp/book/4396636121,https://images-na.ssl-images-amazon.com/images/P/4396636121.09.LZZZZZZZ
三年坂 火の夢,早瀬乱,江戸川乱歩賞,早瀬乱__三年坂 火の夢,4062764423,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
上総風土記・その他,村上元三,直木賞,村上元三__上総風土記・その他,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
下町ロケット,池井戸潤,直木賞,池井戸潤__下町ロケット,4860556569,https://calil.jp/book/409407063X,https://images-na.ssl-images-amazon.com/images/P/409407063X.09.LZZZZZZZ
中庭の出来事,恩田陸,山本周五郎賞,恩田陸__中庭の出来事,410397107X,https://calil.jp/book/410397107X,https://images-na.ssl-images-amazon.com/images/P/410397107X.09.LZZZZZZZ
中陰の花,玄侑宗久,芥川賞,玄侑宗久__中陰の花,4167692015,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
乗合馬車 他,中里恒子,芥川賞,中里恒子__乗合馬車他,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
乙女の密告,赤染晶子,芥川賞,赤染晶子__乙女の密告,4103276614,https://calil.jp/book/4103276614,https://images-na.ssl-images-amazon.com/images/P/4103276614.09.LZZZZZZZ
九年前の祈り,小野正嗣,芥川賞,小野正嗣__九年前の祈り,4062192926,https://calil.jp/book/4062192926,https://images-na.ssl-images-amazon.com/images/P/4062192926.09.LZZZZZZZ
九月の空,高橋三千綱,芥川賞,高橋三千綱__九月の空,4087444384,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
乳と卵,川上未映子,芥川賞,川上未映子__乳と卵,4167791013,https://calil.jp/book/4163270108,https://images-na.ssl-images-amazon.com/images/P/4163270108.09.LZZZZZZZ
事件の核心,西村京太郎,江戸川乱歩賞,西村京太郎__事件の核心,4062777649,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
二つの山河,中村彰彦,直木賞,中村彰彦__二つの山河,4167567032,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
五十万年の死角,伴野朗,江戸川乱歩賞,伴野朗__五十万年の死角,4062649780,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
五年の梅,乙川優三郎,山本周五郎賞,乙川優三郎__五年の梅,4101192219,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
人生の阿呆,木々高太郎,直木賞,木々高太郎__人生の阿呆,4806021288,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
人間万事塞翁が丙午,青島幸男,直木賞,青島幸男__人間万事塞翁が丙午,4938688042,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
介護入門,モブ・ノリオ,芥川賞,モブ・ノリオ__介護入門,4167717433,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
仮面法廷,和久峻三,江戸川乱歩賞,和久峻三__仮面法廷,4061360302,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
伯林 一八八八年,海渡英祐,江戸川乱歩賞,海渡英祐__伯林 一八八八年,4062620952,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
伸予,高橋揆一郎,芥川賞,高橋揆一郎__伸予,4167308010,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
佃島ふたり書房,出久根達郎,直木賞,出久根達郎__佃島ふたり書房,4062055406,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
佐川君からの手紙,唐十郎,芥川賞,唐十郎__佐川君からの手紙,4309409571,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
何者,朝井リョウ,直木賞,朝井リョウ__何者,4103330619,https://calil.jp/book/4103330619,https://images-na.ssl-images-amazon.com/images/P/4103330619.09.LZZZZZZZ
僑人の檻,早乙女貢,直木賞,早乙女貢__僑人の檻,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
僕って何,三田誠広,芥川賞,三田誠広__僕って何,4309409245,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
元首の謀叛,中村正軌,直木賞,中村正軌__元首の謀叛,4163060308,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
光と影,渡辺淳一,直木賞,渡辺淳一__光と影,4062775581,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
光媒の花,道尾秀介,山本周五郎賞,道尾秀介__光媒の花,4087468917,https://calil.jp/book/4087713377,https://images-na.ssl-images-amazon.com/images/P/4087713377.09.LZZZZZZZ
光抱く友よ,高樹のぶ子,芥川賞,高樹のぶ子__光抱く友よ,4101024111,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
兜首・秋田口の兄弟,大池唯雄,直木賞,大池唯雄__兜首・秋田口の兄弟,,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
八月のマルクス,新野剛志,江戸川乱歩賞,新野剛志__八月のマルクス,4062734613,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
八月の御所グラウンド,万城目学,直木賞,万城目学__八月の御所グラウンド,4163917322,https://calil.jp/book/4163917322,https://images-na.ssl-images-amazon.com/images/P/4163917322.09.LZZZZZZZ
八月の路上に捨てる,伊藤たかみ,芥川賞,伊藤たかみ__八月の路上に捨てる,4163254005,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
八百長,新橋遊吉,直木賞,新橋遊吉__八百長,4575500976,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
共喰い,田中慎弥,芥川賞,田中慎弥__共喰い,4087450236,https://calil.jp/book/4087714470,https://images-na.ssl-images-amazon.com/images/P/4087714470.09.LZZZZZZZ
再会,横関大,江戸川乱歩賞,横関大__再会,4062164655,https://calil.jp/book/4062164655,https://images-na.ssl-images-amazon.com/images/P/4062164655.09.LZZZZZZZ
写楽殺人事件,高橋克彦,江戸川乱歩賞,高橋克彦__写楽殺人事件,4065381592,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
冥土めぐり,鹿島田真希,芥川賞,鹿島田真希__冥土めぐり,4309021220,https://calil.jp/book/4309021220,https://images-na.ssl-images-amazon.com/images/P/4309021220.09.LZZZZZZZ
凍える牙,乃南アサ,直木賞,乃南アサ__凍える牙,4101425205,https://calil.jp/book/4103710098,https://images-na.ssl-images-amazon.com/images/P/4103710098.09.LZZZZZZZ
凍れる瞳・端島の女,西木正明,直木賞,西木正明__凍れる瞳・端島の女,4167534010,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
切羽（きりは）へ,井上荒野,直木賞,井上荒野__切羽（きりは）へ,4104731021,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
