受賞作,著者,賞タイトル,著者__受賞・最終候補作,ISBN10,calil,ImageURL
鶴八鶴次郎・風流深川唄・その他,川口松太郎,直木賞,川口松太郎__鶴八鶴次郎・風流深川唄・その他,4334774881,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
鶸,三木卓,芥川賞,三木卓__鶸,4087500101,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
鷺と雪,北村薫,直木賞,北村薫__鷺と雪,416758607X,https://calil.jp/book/4163280804,https://images-na.ssl-images-amazon.com/images/P/4163280804.09.LZZZZZZZ
鹿の王,上橋菜穂子,本屋大賞,上橋菜穂子__鹿の王,4041055105,https://calil.jp/book/4041018889,https://images-na.ssl-images-amazon.com/images/P/4041018889.09.LZZZZZZZ
黄色い牙,志茂田景樹,直木賞,志茂田景樹__黄色い牙,4916158741,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
黄金流砂,中津文彦,江戸川乱歩賞,中津文彦__黄金流砂,4062735318,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
黒パン俘虜記,胡桃沢耕史,直木賞,胡桃沢耕史__黒パン俘虜記,4163074201,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg
黒牢城,米澤穂信,直木賞,米澤穂信__黒牢城,4041147220,https://calil.jp/book/4041113938,https://images-na.ssl-images-amazon.com/images/P/4041113938.09.LZZZZZZZ
黛家の兄弟,砂原浩太朗,山本周五郎賞,砂原浩太朗__黛家の兄弟,4065263816,https://calil.jp/book/4065263816,https://images-na.ssl-images-amazon.com/images/P/4065263816.09.LZZZZZZZ
ａｂさんご,黒田夏子,芥川賞,黒田夏子__ａｂさんご,4167903997,https://calil.jp/book/4163820000,https://images-na.ssl-images-amazon.com/images/P/4163820000.09.LZZZZZZZ
