年,賞タイトル,賞,受賞・最終候補作,著者,出版,著者__受賞・最終候補作,key,追加日時,発表日,並べ順日付,ISBN10,複数受賞,calil,ImageURL,賞タイプ
1993,文學界新人賞,第77回（1993年度・下）受賞,壊音 KAION,篠原一,,篠原一__壊音 KAION,1993_文學界新人賞_第77回（1993年度・下）受賞_壊音 KAION_篠原一,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1993,文藝賞,第30回（1993年度）佳作,履き忘れたもう片方の靴,大石圭,,大石圭__履き忘れたもう片方の靴,1993_文藝賞_第30回（1993年度）佳作_履き忘れたもう片方の靴_大石圭,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1993,文藝賞,第30回（1993年度）佳作,DMAC,小竹陽一朗,,小竹陽一朗__DMAC,1993_文藝賞_第30回（1993年度）佳作_DMAC_小竹陽一朗,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1993,坊っちゃん文学賞,第3回（1993年） 大賞,土曜日の夜 The Heart of Saturday Night,光山明美,1994年10月,光山明美__土曜日の夜 The Heart of Saturday Night,1993_坊っちゃん文学賞_第3回（1993年） 大賞_土曜日の夜 The Heart of Saturday Night_光山明美,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1993,坊っちゃん文学賞,第3回（1993年） 大賞,ノスタルジア,巌谷藍水,,巌谷藍水__ノスタルジア,1993_坊っちゃん文学賞_第3回（1993年） 大賞_ノスタルジア_巌谷藍水,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1993,坊っちゃん文学賞,第3回（1993年） 佳作,燕よ、春をつれてこい,北沢渚,,北沢渚__燕よ、春をつれてこい,1993_坊っちゃん文学賞_第3回（1993年） 佳作_燕よ、春をつれてこい_北沢渚,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1993,野間文芸賞,第46回/1993,台風の眼,日野啓三,,日野啓三__台風の眼,1993_野間文芸賞_第46回/1993_台風の眼_日野啓三,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1993,野間文芸新人賞,第15回/1993,ノヴァーリスの引用,奥泉光,新潮社,奥泉光__ノヴァーリスの引用,1993_野間文芸新人賞_第15回/1993_ノヴァーリスの引用_奥泉光,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1993,野間文芸新人賞,第15回/1993,草の上の朝食,保坂和志,講談社,保坂和志__草の上の朝食,1993_野間文芸新人賞_第15回/1993_草の上の朝食_保坂和志,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,Bunkamuraドゥマゴ文学賞,第2回（1992年）受賞,芸術とは無慚なもの―評伝・鶴岡政男,三田英彬,,三田英彬__芸術とは無慚なもの―評伝・鶴岡政男,1992_Bunkamuraドゥマゴ文学賞_第2回（1992年）受賞_芸術とは無慚なもの：評伝・鶴岡政男_三田英彬,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,サントリーミステリー大賞,第10回（1992年） 大賞・読者賞,B29の行方,花木深,,花木深__B29の行方,1992_サントリーミステリー大賞_第10回（1992年） 大賞・読者賞_B29の行方_花木深,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,サントリーミステリー大賞,第10回（1992年） 佳作賞,天明殺人草紙―源内狂乱,山卓雄,未刊行,山卓雄__天明殺人草紙―源内狂乱,1992_サントリーミステリー大賞_第10回（1992年） 佳作賞_天明殺人草紙―源内狂乱_山卓雄,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,サントリーミステリー大賞,第10回（1992年） 佳作賞,バブル,舞岡淳,未刊行,舞岡淳__バブル,1992_サントリーミステリー大賞_第10回（1992年） 佳作賞_バブル_舞岡淳,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,サントリーミステリー大賞,第10回（1992年） 特別佳作賞,わが愛しのワトスン,マーガレット・パーク・ブリッジズ,,マーガレット・パーク・ブリッジズ__わが愛しのワトスン,1992_サントリーミステリー大賞_第10回（1992年） 特別佳作賞_わが愛しのワトスン_マーガレット・パーク・ブリッジズ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,すばる文学賞,第16回（1992年）,チューリップの誕生日,楡井亜木子,,楡井亜木子__チューリップの誕生日,1992_すばる文学賞_第16回（1992年）_チューリップの誕生日_楡井亜木子,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,すばる文学賞,第16回（1992年）佳作,惑う朝,白石一文,,白石一文__惑う朝,1992_すばる文学賞_第16回（1992年）佳作_惑う朝_白石一文,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,ネビュラ賞_長編小説部門,1992年 受賞,Stations of the Tide（大潮の道）,マイクル・スワンウィック,受賞,マイクル・スワンウィック__Stations of the Tide（大潮の道）,1992_ネビュラ賞_長編小説部門_1992年 受賞_Stations of the Tide（大潮の道）_マイクル・スワンウィック,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ネビュラ賞_長編小説部門,1992年 候補,Orbital Resonance（軌道通信）,ジョン・バーンズ,候補,ジョン・バーンズ__Orbital Resonance（軌道通信）,1992_ネビュラ賞_長編小説部門_1992年 候補_Orbital Resonance（軌道通信）_ジョン・バーンズ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ネビュラ賞_長編小説部門,1992年 候補,Barrayar（バラヤー内乱）,ロイス・マクマスター・ビジョルド,候補,ロイス・マクマスター・ビジョルド__Barrayar（バラヤー内乱）,1992_ネビュラ賞_長編小説部門_1992年 候補_Barrayar（バラヤー内乱）_ロイス・マクマスター・ビジョルド,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ネビュラ賞_長編小説部門,1992年 候補,Bone Dance,エマ・ブル,候補,エマ・ブル__Bone Dance,1992_ネビュラ賞_長編小説部門_1992年 候補_Bone Dance_エマ・ブル,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ネビュラ賞_長編小説部門,1992年 候補,Synners,パット・キャディガン,候補,パット・キャディガン__Synners,1992_ネビュラ賞_長編小説部門_1992年 候補_Synners_パット・キャディガン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ネビュラ賞_長編小説部門,1992年 候補,The Difference Engine（ディファレンス・エンジン）,ブルース・スターリング,候補,ブルース・スターリング__The Difference Engine（ディファレンス・エンジン）,1992_ネビュラ賞_長編小説部門_1992年 候補_The Difference Engine（ディファレンス・エンジン）_ブルース・スターリング,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ネビュラ賞_長編小説部門,1992年 候補,The Difference Engine（ディファレンス・エンジン）,ウィリアム・ギブスン,候補,ウィリアム・ギブスン__The Difference Engine（ディファレンス・エンジン）,1992_ネビュラ賞_長編小説部門_1992年 候補_The Difference Engine（ディファレンス・エンジン）_ウィリアム・ギブスン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ノベル大賞,第19回（1992年度上期） 大賞,夜の家の魔女,ゆうきりん,集英社,ゆうきりん__夜の家の魔女,1992_ノベル大賞_第19回（1992年度上期） 大賞_夜の家の魔女_ゆうきりん,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ノベル大賞,第19回（1992年度上期） 読者大賞,月の裏で会いましょう,原田紀,集英社,原田紀__月の裏で会いましょう,1992_ノベル大賞_第19回（1992年度上期） 読者大賞_月の裏で会いましょう_原田紀,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ノベル大賞,第20回（1992年度下期） 大賞,該当作なし,なし,集英社,なし__該当作なし,1992_ノベル大賞_第20回（1992年度下期） 大賞_該当作なし_なし,,,1900/01/01,n,0,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ノベル大賞,第20回（1992年度下期） 読者大賞,おばあちゃんの恋人,水野友貴,集英社,水野友貴__おばあちゃんの恋人,1992_ノベル大賞_第20回（1992年度下期） 読者大賞_おばあちゃんの恋人_水野友貴,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ノベル大賞,第19回（1992年度上期） 佳作,第一のGymnopedie,沙山茴,集英社,沙山茴__第一のGymnopedie,1992_ノベル大賞_第19回（1992年度上期） 佳作_第一のGymnopedie_沙山茴,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,ノベル大賞,第20回（1992年度下期） 佳作,十六歳、夏のカルテ,甲紀枝,集英社,甲紀枝__十六歳、夏のカルテ,1992_ノベル大賞_第20回（1992年度下期） 佳作_十六歳、夏のカルテ_甲紀枝,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,ノベル大賞,第20回（1992年度下期） 佳作,はるか海の彼方に,高遠砂夜,集英社,高遠砂夜__はるか海の彼方に,1992_ノベル大賞_第20回（1992年度下期） 佳作_はるか海の彼方に_高遠砂夜,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,ノベル大賞,第20回（1992年度下期） 佳作,「ふることぶみ」によせて,野間ゆかり,集英社,野間ゆかり__「ふることぶみ」によせて,1992_ノベル大賞_第20回（1992年度下期） 佳作_「ふることぶみ」によせて_野間ゆかり,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,ヒューゴー賞_中長編小説部門,1992年 ,Beggars in Spain（ベガーズ・イン・スペイン）,ナンシー・クレス,,ナンシー・クレス__Beggars in Spain（ベガーズ・イン・スペイン）,1992_ヒューゴー賞_中長編小説部門_1992年 _Beggars in Spain（ベガーズ・イン・スペイン）_ナンシー・クレス,,,1900/01/01,,3,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ヒューゴー賞_長編小説部門,1992年 受賞,Barrayar（バラヤー内乱）,ロイス・マクマスター・ビジョルド,受賞,ロイス・マクマスター・ビジョルド__Barrayar（バラヤー内乱）,1992_ヒューゴー賞_長編小説部門_1992年 受賞_Barrayar（バラヤー内乱）_ロイス・マクマスター・ビジョルド,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ヒューゴー賞_長編小説部門,1992年 候補,Bone Dance,エマ・ブル,候補,エマ・ブル__Bone Dance,1992_ヒューゴー賞_長編小説部門_1992年 候補_Bone Dance_エマ・ブル,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ヒューゴー賞_長編小説部門,1992年 候補,All the Weyrs of Pern（竜の挑戦）,アン・マキャフリイ,候補,アン・マキャフリイ__All the Weyrs of Pern（竜の挑戦）,1992_ヒューゴー賞_長編小説部門_1992年 候補_All the Weyrs of Pern（竜の挑戦）_アン・マキャフリイ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ヒューゴー賞_長編小説部門,1992年 候補,The Summer Queen,ジョーン・D・ヴィンジ,候補,ジョーン・D・ヴィンジ__The Summer Queen,1992_ヒューゴー賞_長編小説部門_1992年 候補_The Summer Queen_ジョーン・D・ヴィンジ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ヒューゴー賞_長編小説部門,1992年 候補,Xenocide（ゼノサイド）,オースン・スコット・カード,候補,オースン・スコット・カード__Xenocide（ゼノサイド）,1992_ヒューゴー賞_長編小説部門_1992年 候補_Xenocide（ゼノサイド）_オースン・スコット・カード,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ヒューゴー賞_長編小説部門,1992年 候補,Stations of the Tide（大潮の道）,マイクル・スワンウィック,候補,マイクル・スワンウィック__Stations of the Tide（大潮の道）,1992_ヒューゴー賞_長編小説部門_1992年 候補_Stations of the Tide（大潮の道）_マイクル・スワンウィック,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,ファンタジア大賞,第4回（1992年）大賞,はじまりの骨の物語,五代ゆう,,五代ゆう__はじまりの骨の物語,1992_ファンタジア大賞_第4回（1992年）大賞_はじまりの骨の物語_五代ゆう,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ファンタジア大賞,第4回（1992年）努力賞,SCRAMBLE MAKERS,羽広里子,,羽広里子__SCRAMBLE MAKERS,1992_ファンタジア大賞_第4回（1992年）努力賞_SCRAMBLE MAKERS_羽広里子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ファンタジア大賞,第4回（1992年）最終選考,移住船ノア,大田寛,,大田寛__移住船ノア,1992_ファンタジア大賞_第4回（1992年）最終選考_移住船ノア_大田寛,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ファンタジア大賞,第4回（1992年）準入選,翡翠の魔身変（翡翠の魔身変 妖魔アモル）,まみやかつき,,まみやかつき__翡翠の魔身変（翡翠の魔身変 妖魔アモル）,1992_ファンタジア大賞_第4回（1992年）準入選_翡翠の魔身変（翡翠の魔身変 妖魔アモル）_まみやかつき,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,ファンタジア大賞,第4回（1992年）特別賞,喪中の戦士,ろくごまるに,,ろくごまるに__喪中の戦士,1992_ファンタジア大賞_第4回（1992年）特別賞_喪中の戦士_ろくごまるに,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,4特別賞!
1992,ロマン大賞,第1回（1992年度） 大賞,天氷山時暁,矢彦澤典子,集英社,矢彦澤典子__天氷山時暁,1992_ロマン大賞_第1回（1992年度） 大賞_天氷山時暁_矢彦澤典子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
1992,ロマン大賞,第1回（1992年度） 佳作,美貌戦記,青木弓高,集英社,青木弓高__美貌戦記,1992_ロマン大賞_第1回（1992年度） 佳作_美貌戦記_青木弓高,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,鮎川哲也賞,第3回（1992年度）受賞,ななつのこ,加納朋子,1999年8月,加納朋子__ななつのこ,1992_鮎川哲也賞_第3回（1992年度）受賞_ななつのこ_加納朋子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,鮎川哲也賞,第3回（1992年度）候補,鵞鳥商店街探偵談,霞流一,,霞流一__鵞鳥商店街探偵談,1992_鮎川哲也賞_第3回（1992年度）候補_鵞鳥商店街探偵談_霞流一,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,鮎川哲也賞,第3回（1992年度）候補,殺人デュエット,美唄清斗,,美唄清斗__殺人デュエット,1992_鮎川哲也賞_第3回（1992年度）候補_殺人デュエット_美唄清斗,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,鮎川哲也賞,第3回（1992年度）候補,愛の嵐,成田かずみ,,成田かずみ__愛の嵐,1992_鮎川哲也賞_第3回（1992年度）候補_愛の嵐_成田かずみ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,鮎川哲也賞,第3回（1992年度）候補,アガサ・クリスティ殺害計画,青壁憂也,,青壁憂也__アガサ・クリスティ殺害計画,1992_鮎川哲也賞_第3回（1992年度）候補_アガサ・クリスティ殺害計画_青壁憂也,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,横溝正史ミステリ&ホラー大賞,第12回（1992年度）受賞,恋文,松木麗,1992年5月,松木麗__恋文,1992_横溝正史ミステリ&ホラー大賞_第12回（1992年度）受賞_恋文_松木麗,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,横溝正史ミステリ&ホラー大賞,第12回（1992年度）受賞,レプリカ,羽場博行,1992年5月,羽場博行__レプリカ,1992_横溝正史ミステリ&ホラー大賞_第12回（1992年度）受賞_レプリカ_羽場博行,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,横溝正史ミステリ&ホラー大賞,第12回（1992年度）特別賞,殺人の駒音,亜木冬彦,1992年5月,亜木冬彦__殺人の駒音,1992_横溝正史ミステリ&ホラー大賞_第12回（1992年度）特別賞_殺人の駒音_亜木冬彦,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,4特別賞!
1992,横溝正史ミステリ&ホラー大賞,第12回（1992年度）候補,二つの寒そうな死体に見出されたいくつかの謎に対する考察,杉野舞人,,杉野舞人__二つの寒そうな死体に見出されたいくつかの謎に対する考察,1992_横溝正史ミステリ&ホラー大賞_第12回（1992年度）候補_二つの寒そうな死体に見出されたいくつかの謎に対する考察_杉野舞人,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,芥川賞,107回（1992年上半期）,運転士,藤原智美,,藤原智美__運転士,1992_芥川賞_107回（1992年上半期）_運転士_藤原智美,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,芥川賞,108回（1992年下半期）,犬婿入り,多和田葉子,,多和田葉子__犬婿入り,1992_芥川賞_108回（1992年下半期）_犬婿入り_多和田葉子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,吉川英治文学賞,第26回/1992年,諸葛孔明,陳舜臣,,陳舜臣__諸葛孔明,1992_吉川英治文学賞_第26回/1992年_諸葛孔明（上・下）_陳舜臣,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,吉川英治文学新人賞,第13回/1992年,本所深川ふしぎ草紙,宮部みゆき,,宮部みゆき__本所深川ふしぎ草紙,1992_吉川英治文学新人賞_第13回/1992年_本所深川ふしぎ草紙_宮部みゆき,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,吉川英治文学新人賞,第13回/1992年,今夜、すべてのバーで,中島らも,,中島らも__今夜、すべてのバーで,1992_吉川英治文学新人賞_第13回/1992年_今夜、すべてのバーで_中島らも,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,江戸川乱歩賞,第38回（1992年度）受賞,白く長い廊下,川田弥一郎,1992年9月,川田弥一郎__白く長い廊下,1992_江戸川乱歩賞_第38回（1992年度）受賞_白く長い廊下_川田弥一郎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,江戸川乱歩賞,第38回（1992年度）候補,村正殺人事件,松本豊,1993年1月,松本豊__村正殺人事件,1992_江戸川乱歩賞_第38回（1992年度）候補_村正殺人事件_松本豊,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,江戸川乱歩賞,第38回（1992年度）候補,至福のとき,森健次郎,,森健次郎__至福のとき,1992_江戸川乱歩賞_第38回（1992年度）候補_至福のとき_森健次郎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,江戸川乱歩賞,第38回（1992年度）候補,夏の果て,若竹七海,1993年1月,若竹七海__夏の果て,1992_江戸川乱歩賞_第38回（1992年度）候補_夏の果て_若竹七海,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,江戸川乱歩賞,第38回（1992年度）候補,ヘルン先生行状記,千葉良,,千葉良__ヘルン先生行状記,1992_江戸川乱歩賞_第38回（1992年度）候補_ヘルン先生行状記_千葉良,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,講談社児童文学新人賞,第33回（1992年度）受賞,カワウソのすむ海,にしざきしげる,1994年4月,にしざきしげる__カワウソのすむ海,1992_講談社児童文学新人賞_第33回（1992年度）受賞_カワウソのすむ海_にしざきしげる,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,講談社児童文学新人賞,第33回（1992年度）佳作,万里子へ,本田昌子,1993年11月,本田昌子__万里子へ,1992_講談社児童文学新人賞_第33回（1992年度）佳作_万里子へ_本田昌子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,講談社児童文学新人賞,第33回（1992年度）佳作,リョウ、影野村で,天野月夫,,天野月夫__リョウ、影野村で,1992_講談社児童文学新人賞_第33回（1992年度）佳作_リョウ、影野村で_天野月夫,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,講談社児童文学新人賞,第33回（1992年度）佳作,7月のコンプレックス前線,ますだあきこ,1993年7月,ますだあきこ__7月のコンプレックス前線,1992_講談社児童文学新人賞_第33回（1992年度）佳作_7月のコンプレックス前線_ますだあきこ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
1992,三島由紀夫賞,第5回（1992年） 受賞,該当作なし,なし,,なし__該当作なし,1992_三島由紀夫賞_第5回（1992年） 受賞_該当作なし_なし,,,1900/01/01,n,0,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,三島由紀夫賞,第5回（1992年） 候補,雷山からの下山,伊井直行,1991年7月 新潮社,伊井直行__雷山からの下山,1992_三島由紀夫賞_第5回（1992年） 候補_雷山からの下山_伊井直行,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,瓶の中の旅愁,小林恭二,『海燕』1992年2月号,小林恭二__瓶の中の旅愁,1992_三島由紀夫賞_第5回（1992年） 候補_瓶の中の旅愁_小林恭二,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,公園,魚住陽子,『新潮』1992年3月号,魚住陽子__公園,1992_三島由紀夫賞_第5回（1992年） 候補_公園_魚住陽子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,アンダーソン家のヨメ,野中柊,『海燕』1992年3月号,野中柊__アンダーソン家のヨメ,1992_三島由紀夫賞_第5回（1992年） 候補_アンダーソン家のヨメ_野中柊,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,サウダージ,盛田隆二,『マリ・クレール』1991年8月号 - 1992年3月号,盛田隆二__サウダージ,1992_三島由紀夫賞_第5回（1992年） 候補_サウダージ_盛田隆二,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,ほんとうの夏,鷺沢萠,『新潮』1992年4月号,鷺沢萠__ほんとうの夏,1992_三島由紀夫賞_第5回（1992年） 候補_ほんとうの夏_鷺沢萠,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,三島由紀夫賞,第5回（1992年） 候補,三人関係,多和田葉子,1992年3月 講談社,多和田葉子__三人関係,1992_三島由紀夫賞_第5回（1992年） 候補_三人関係_多和田葉子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
1992,柴田錬三郎賞,第5回（1992年度）受賞,戦鬼たちの海──織田水軍の将・九鬼嘉隆,白石一郎,1992年3月 毎日新聞社,白石一郎__戦鬼たちの海──織田水軍の将・九鬼嘉隆,1992_柴田錬三郎賞_第5回（1992年度）受賞_戦鬼たちの海──織田水軍の将・九鬼嘉隆_白石一郎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,小説すばる新人賞,第5回（1992年）,砂時計,吉富有,1993年8月,吉富有__砂時計,1992_小説すばる新人賞_第5回（1992年）_砂時計_吉富有,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,小説推理新人賞,第14回（1992年）,雨中の客,浅黄斑,小説推理1992年8月号,浅黄斑__雨中の客,1992_小説推理新人賞_第14回（1992年）_雨中の客_浅黄斑,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,新潮新人賞,第24回（1992年）,螺旋の肖像,別唐晶司,新潮1992年11月号,別唐晶司__螺旋の肖像,1992_新潮新人賞_第24回（1992年）_螺旋の肖像_別唐晶司,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,新潮新人賞,第24回（1992年）,カワサキタン,中山幸太,新潮1992年11月号,中山幸太__カワサキタン,1992_新潮新人賞_第24回（1992年）_カワサキタン_中山幸太,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,新田次郎文学賞,第11回（1992年度）受賞,友子,高橋揆一郎,1991年3月 河出書房新社,高橋揆一郎__友子,1992_新田次郎文学賞_第11回（1992年度）受賞_友子_高橋揆一郎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,新田次郎文学賞,第11回（1992年度）受賞,九頭竜川,大島昌宏,1991年8月 新人物往来社,大島昌宏__九頭竜川,1992_新田次郎文学賞_第11回（1992年度）受賞_九頭竜川_大島昌宏,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,星雲賞（短編）,第23回1992年,恐竜ラウレンティスの幻視,梶尾真治,,梶尾真治__恐竜ラウレンティスの幻視,1992_星雲賞（短編）_第23回1992年_恐竜ラウレンティスの幻視_梶尾真治,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
1992,星雲賞（長編）,第23回1992年,メルサスの少年,菅浩江,,菅浩江__メルサスの少年,1992_星雲賞（長編）_第23回1992年_メルサスの少年_菅浩江,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
