年,賞タイトル,賞,受賞・最終候補作,著者,出版,著者__受賞・最終候補作,key,追加日時,発表日,並べ順日付,ISBN10,複数受賞,calil,ImageURL,賞タイプ
2017,ネット小説大賞,第5回（2017年）受賞,VRMMOの支援職人 〜トッププレイヤーの仕掛人〜（VRMMOの支援職人 トッププレイヤーの仕掛人）,二階堂風都,,二階堂風都__VRMMOの支援職人 〜トッププレイヤーの仕掛人〜（VRMMOの支援職人 トッププレイヤーの仕掛人）,2017_ネット小説大賞_第5回（2017年）受賞_VRMMOの支援職人 〜トッププレイヤーの仕掛人〜（VRMMOの支援職人 トッププレイヤーの仕掛人）_二階堂風都,,,1900/01/01,4800278139,1,https://calil.jp/book/4800278139,https://images-na.ssl-images-amazon.com/images/P/4800278139.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,深煎りの魔女とカフェ・アルトの客人たち（深煎りの魔女とカフェ・アルトの客人たち ロンドンに薫る珈琲の秘密）,くろひつじ天見ひつじ,,くろひつじ（天見ひつじ）__深煎りの魔女とカフェ・アルトの客人たち（深煎りの魔女とカフェ・アルトの客人たち ロンドンに薫る珈琲の秘密）,2017_ネット小説大賞_第5回（2017年）受賞_深煎りの魔女とカフェ・アルトの客人たち（深煎りの魔女とカフェ・アルトの客人たち ロンドンに薫る珈琲の秘密）_くろひつじ天見ひつじ,,,1900/01/01,4800277566,1,https://calil.jp/book/4800277566,https://images-na.ssl-images-amazon.com/images/P/4800277566.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,覇王の走狗（いぬ）（皇華走狗伝 星無き少年と宿命の覇王）,KEY（喜多村やすは）,,KEY（喜多村やすは）__覇王の走狗（いぬ）（皇華走狗伝 星無き少年と宿命の覇王）,2017_ネット小説大賞_第5回（2017年）受賞_覇王の走狗（いぬ）（皇華走狗伝 星無き少年と宿命の覇王）_KEY（喜多村やすは）,,,1900/01/01,4800280079,1,https://calil.jp/book/4800280079,https://images-na.ssl-images-amazon.com/images/P/4800280079.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,ブラックホールをふさいだ日、,村崎千尋,,村崎千尋__ブラックホールをふさいだ日、,2017_ネット小説大賞_第5回（2017年）受賞_ブラックホールをふさいだ日、_村崎千尋,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,カワイイ俺とキミの嘘!,千早朔,,千早朔__カワイイ俺とキミの嘘!,2017_ネット小説大賞_第5回（2017年）受賞_カワイイ俺とキミの嘘!_千早朔,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,ニセモノだけど恋だった,齋藤ゆうこ,,齋藤ゆうこ__ニセモノだけど恋だった,2017_ネット小説大賞_第5回（2017年）受賞_ニセモノだけど恋だった_齋藤ゆうこ,,,1900/01/01,4800278112,1,https://calil.jp/book/4800278112,https://images-na.ssl-images-amazon.com/images/P/4800278112.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,退魔の盾（ガーディアン 新宿警察署特殊事案対策課）,鷹樹烏介,,鷹樹烏介__退魔の盾（ガーディアン 新宿警察署特殊事案対策課）,2017_ネット小説大賞_第5回（2017年）受賞_退魔の盾（ガーディアン 新宿警察署特殊事案対策課）_鷹樹烏介,,,1900/01/01,4800279739,1,https://calil.jp/book/4800279739,https://images-na.ssl-images-amazon.com/images/P/4800279739.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,転生貴族の異世界冒険録〜自重を知らない神々の使徒〜,夜州,,夜州__転生貴族の異世界冒険録〜自重を知らない神々の使徒〜,2017_ネット小説大賞_第5回（2017年）受賞_転生貴族の異世界冒険録〜自重を知らない神々の使徒〜_夜州,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,フロンティアダイアリー 〜元貴族の異世界辺境生活日記,鬼ノ城ミヤ,,鬼ノ城ミヤ__フロンティアダイアリー 〜元貴族の異世界辺境生活日記,2017_ネット小説大賞_第5回（2017年）受賞_フロンティアダイアリー 〜元貴族の異世界辺境生活日記_鬼ノ城ミヤ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,どうやら私の身体は完全無敵のようですね,ちゃつふさ,,ちゃつふさ__どうやら私の身体は完全無敵のようですね,2017_ネット小説大賞_第5回（2017年）受賞_どうやら私の身体は完全無敵のようですね_ちゃつふさ,,,1900/01/01,489637648X,1,https://calil.jp/book/489637648X,https://images-na.ssl-images-amazon.com/images/P/489637648X.09.LZZZZZZZ,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,男女比 1:30 世界の黒一点アイドル,ヒラガナ,,ヒラガナ__男女比 1:30 世界の黒一点アイドル,2017_ネット小説大賞_第5回（2017年）受賞_男女比 1:30 世界の黒一点アイドル_ヒラガナ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,シナリオ通りに退場したのに、今さら何の御用ですか?,真弓りの,,真弓りの__シナリオ通りに退場したのに、今さら何の御用ですか?,2017_ネット小説大賞_第5回（2017年）受賞_シナリオ通りに退場したのに、今さら何の御用ですか?_真弓りの,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）受賞,リアルチートオンライン,すてふ,,すてふ__リアルチートオンライン,2017_ネット小説大賞_第5回（2017年）受賞_リアルチートオンライン_すてふ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネット小説大賞,第5回（2017年）拾い上げ,太閤の見た夢〜逆境からはじめる豊臣秀頼への転生戦記〜（太閤を継ぐ者 逆境からはじまる豊臣秀頼への転生ライフ）,友理潤,,友理潤__太閤の見た夢〜逆境からはじめる豊臣秀頼への転生戦記〜（太閤を継ぐ者 逆境からはじまる豊臣秀頼への転生ライフ）,2017_ネット小説大賞_第5回（2017年）拾い上げ_太閤の見た夢〜逆境からはじめる豊臣秀頼への転生戦記〜（太閤を継ぐ者 逆境からはじまる豊臣秀頼への転生ライフ）_友理潤,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ネビュラ賞_長編小説部門,2017年 受賞,All the Birds in the Sky（空のあらゆる鳥を）,チャーリー・ジェーン・アンダーズ,受賞,チャーリー・ジェーン・アンダーズ__All the Birds in the Sky（空のあらゆる鳥を）,2017_ネビュラ賞_長編小説部門_2017年 受賞_All the Birds in the Sky（空のあらゆる鳥を）_チャーリー・ジェーン・アンダーズ,,,1900/01/01,448801464X,2,https://calil.jp/book/448801464X,https://images-na.ssl-images-amazon.com/images/P/448801464X.09.LZZZZZZZ,3受賞!
2017,ネビュラ賞_長編小説部門,2017年 候補,Borderline,ミシェル・ベイカー,候補,ミシェル・ベイカー__Borderline,2017_ネビュラ賞_長編小説部門_2017年 候補_Borderline_ミシェル・ベイカー,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ネビュラ賞_長編小説部門,2017年 候補,The Obelisk Gate（オベリスクの門）,N・K・ジェミシン,候補,N・K・ジェミシン__The Obelisk Gate（オベリスクの門）,2017_ネビュラ賞_長編小説部門_2017年 候補_The Obelisk Gate（オベリスクの門）_N・K・ジェミシン,,,1900/01/01,448878402X,2,https://calil.jp/book/448878402X,https://images-na.ssl-images-amazon.com/images/P/448878402X.09.LZZZZZZZ,候補
2017,ネビュラ賞_長編小説部門,2017年 候補,Ninefox Gambit（ナインフォックスの覚醒）,ユーン・ハ・リー,候補,ユーン・ハ・リー__Ninefox Gambit（ナインフォックスの覚醒）,2017_ネビュラ賞_長編小説部門_2017年 候補_Ninefox Gambit（ナインフォックスの覚醒）_ユーン・ハ・リー,,,1900/01/01,4488782019,2,https://calil.jp/book/4488782019,https://images-na.ssl-images-amazon.com/images/P/4488782019.09.LZZZZZZZ,候補
2017,ネビュラ賞_長編小説部門,2017年 候補,Everfair,ニスィ・ショール,候補,ニスィ・ショール__Everfair,2017_ネビュラ賞_長編小説部門_2017年 候補_Everfair_ニスィ・ショール,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ノベル大賞,第48回（2017年度） 大賞,花木荘のひとびと,髙森美由紀,集英社,髙森美由紀__花木荘のひとびと,2017_ノベル大賞_第48回（2017年度） 大賞_花木荘のひとびと_髙森美由紀,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2017,ノベル大賞,第48回（2017年度） 佳作,あやしバイオリン工房へようこそ,奥乃桜子,集英社,奥乃桜子__あやしバイオリン工房へようこそ,2017_ノベル大賞_第48回（2017年度） 佳作_あやしバイオリン工房へようこそ_奥乃桜子,,,1900/01/01,4086801728,1,https://calil.jp/book/4086801728,https://images-na.ssl-images-amazon.com/images/P/4086801728.09.LZZZZZZZ,佳作
2017,ノベル大賞,第48回（2017年度） 佳作,今夜、２つのテレフォンの前。,時本紗羽,集英社,時本紗羽__今夜、２つのテレフォンの前。,2017_ノベル大賞_第48回（2017年度） 佳作_今夜、２つのテレフォンの前。_時本紗羽,,,1900/01/01,4086801787,1,https://calil.jp/book/4086801787,https://images-na.ssl-images-amazon.com/images/P/4086801787.09.LZZZZZZZ,佳作
2017,ハヤカワ・SFコンテスト,第5回（2017年）大賞,構造素子,樋口恭介,2017年11月（早川書房 単行本）,樋口恭介__構造素子,2017_ハヤカワ・SFコンテスト_第5回（2017年）大賞_構造素子_樋口恭介,,,1900/01/01,4152097272,1,https://calil.jp/book/4152097272,https://images-na.ssl-images-amazon.com/images/P/4152097272.09.LZZZZZZZ,1大賞!
2017,ハヤカワ・SFコンテスト,第5回（2017年）大賞,コルヌトピア,津久井五月,2017年11月（早川書房 単行本）,津久井五月__コルヌトピア,2017_ハヤカワ・SFコンテスト_第5回（2017年）大賞_コルヌトピア_津久井五月,,,1900/01/01,4152097264,1,https://calil.jp/book/4152097264,https://images-na.ssl-images-amazon.com/images/P/4152097264.09.LZZZZZZZ,1大賞!
2017,ハヤカワ・SFコンテスト,第5回（2017年）最終候補,赤いオーロラの街で,伊藤瑞彦,2017年12月（ハヤカワ文庫JA）,伊藤瑞彦__赤いオーロラの街で,2017_ハヤカワ・SFコンテスト_第5回（2017年）最終候補_赤いオーロラの街で_伊藤瑞彦,,,1900/01/01,4150313105,1,https://calil.jp/book/4150313105,https://images-na.ssl-images-amazon.com/images/P/4150313105.09.LZZZZZZZ,候補
2017,ハヤカワ・SFコンテスト,第5回（2017年）最終候補,記憶の熱量,若里実,,若里実__記憶の熱量,2017_ハヤカワ・SFコンテスト_第5回（2017年）最終候補_記憶の熱量_若里実,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ハヤカワ・SFコンテスト,第5回（2017年）最終候補,オルゴール,平島摂子,,平島摂子__オルゴール,2017_ハヤカワ・SFコンテスト_第5回（2017年）最終候補_オルゴール_平島摂子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ハヤカワ・SFコンテスト,第5回（2017年）最終候補,スターダスト・レイン（星を墜とすボクに降る、ましろの雨）,愛内友紀,2018年1月（ハヤカワ文庫JA）,愛内友紀__スターダスト・レイン（星を墜とすボクに降る、ましろの雨）,2017_ハヤカワ・SFコンテスト_第5回（2017年）最終候補_スターダスト・レイン_愛内友紀,,,1900/01/01,4150313156,1,https://calil.jp/book/4150313156,https://images-na.ssl-images-amazon.com/images/P/4150313156.09.LZZZZZZZ,候補
2017,ばらのまち福山ミステリー文学新人賞,第10回（2017年）受賞,魔手（虚の聖域 梓凪子の調査報告書）,松嶋チエ（松嶋智左）,2018年5月 講談社,松嶋チエ（松嶋智左）__魔手（虚の聖域 梓凪子の調査報告書）,2017_ばらのまち福山ミステリー文学新人賞_第10回（2017年）受賞_魔手_松嶋チエ,,,1900/01/01,4062210576,1,https://calil.jp/book/4062210576,https://images-na.ssl-images-amazon.com/images/P/4062210576.09.LZZZZZZZ,3受賞!
2017,ばらのまち福山ミステリー文学新人賞,第10回（2017年）候補,蜜蜂のいるところ,中村泉,,中村泉__蜜蜂のいるところ,2017_ばらのまち福山ミステリー文学新人賞_第10回（2017年）候補_蜜蜂のいるところ_中村泉,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ばらのまち福山ミステリー文学新人賞,第10回（2017年）候補,恐怖ダイナマ,小林東,,小林東__恐怖ダイナマ,2017_ばらのまち福山ミステリー文学新人賞_第10回（2017年）候補_恐怖ダイナマ_小林東,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ヒューゴー賞_中長編小説部門,2017年 ,Every Heart a Doorway（不思議の国の少女たち）,ショーニン・マグワイア,,ショーニン・マグワイア__Every Heart a Doorway（不思議の国の少女たち）,2017_ヒューゴー賞_中長編小説部門_2017年 _Every Heart a Doorway（不思議の国の少女たち）_ショーニン・マグワイア,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ヒューゴー賞_長編小説部門,2017年 受賞,The Obelisk Gate（オベリスクの門）,N・K・ジェミシン,受賞,N・K・ジェミシン__The Obelisk Gate（オベリスクの門）,2017_ヒューゴー賞_長編小説部門_2017年 受賞_The Obelisk Gate（オベリスクの門）_N・K・ジェミシン,,,1900/01/01,448878402X,2,https://calil.jp/book/448878402X,https://images-na.ssl-images-amazon.com/images/P/448878402X.09.LZZZZZZZ,3受賞!
2017,ヒューゴー賞_長編小説部門,2017年 候補,All the Birds in the Sky（空のあらゆる鳥を）,チャーリー・ジェーン・アンダーズ,候補,チャーリー・ジェーン・アンダーズ__All the Birds in the Sky（空のあらゆる鳥を）,2017_ヒューゴー賞_長編小説部門_2017年 候補_All the Birds in the Sky（空のあらゆる鳥を）_チャーリー・ジェーン・アンダーズ,,,1900/01/01,448801464X,2,https://calil.jp/book/448801464X,https://images-na.ssl-images-amazon.com/images/P/448801464X.09.LZZZZZZZ,候補
2017,ヒューゴー賞_長編小説部門,2017年 候補,A Closed and Common Orbit,ベッキー・チェンバーズ,候補,ベッキー・チェンバーズ__A Closed and Common Orbit,2017_ヒューゴー賞_長編小説部門_2017年 候補_A Closed and Common Orbit_ベッキー・チェンバーズ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ヒューゴー賞_長編小説部門,2017年 候補,Ninefox Gambit（ナインフォックスの覚醒）,ユーン・ハ・リー,候補,ユーン・ハ・リー__Ninefox Gambit（ナインフォックスの覚醒）,2017_ヒューゴー賞_長編小説部門_2017年 候補_Ninefox Gambit（ナインフォックスの覚醒）_ユーン・ハ・リー,,,1900/01/01,4488782019,2,https://calil.jp/book/4488782019,https://images-na.ssl-images-amazon.com/images/P/4488782019.09.LZZZZZZZ,候補
2017,ヒューゴー賞_長編小説部門,2017年 候補,Death's End（三体III 死神永生）,劉慈欣,候補,劉慈欣__Death's End（三体III 死神永生）,2017_ヒューゴー賞_長編小説部門_2017年 候補_Death's End（三体III 死神永生）_劉慈欣,,,1900/01/01,4152100206,1,https://calil.jp/book/4152100206,https://images-na.ssl-images-amazon.com/images/P/4152100206.09.LZZZZZZZ,候補
2017,ヒューゴー賞_長編小説部門,2017年 候補,Too Like the Lightning,エイダ・パーマー,候補,エイダ・パーマー__Too Like the Lightning,2017_ヒューゴー賞_長編小説部門_2017年 候補_Too Like the Lightning_エイダ・パーマー,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ファンタジア大賞,第30回（2017年）大賞,カネで買える幸福（カネは敗者のまわりもの）,玖城ナギ,,玖城ナギ__カネで買える幸福（カネは敗者のまわりもの）,2017_ファンタジア大賞_第30回（2017年）大賞_カネで買える幸福（カネは敗者のまわりもの）_玖城ナギ,,,1900/01/01,4040725891,1,https://calil.jp/book/4040725891,https://images-na.ssl-images-amazon.com/images/P/4040725891.09.LZZZZZZZ,1大賞!
2017,ファンタジア大賞,第30回（2017年）金賞,恋愛推奨国家の英雄譚（恋愛至上都市の双騎士（カップル））,篠宮夕,,篠宮夕__恋愛推奨国家の英雄譚（恋愛至上都市の双騎士(カップル)）,2017_ファンタジア大賞_第30回（2017年）金賞_恋愛推奨国家の英雄譚（恋愛至上都市の双騎士（カップル））_篠宮夕,,,1900/01/01,4040726219,1,https://calil.jp/book/4040726219,https://images-na.ssl-images-amazon.com/images/P/4040726219.09.LZZZZZZZ,2金賞!
2017,ファンタジア大賞,第30回（2017年）金賞,庄川さんは漏らしそう（お助けキャラに彼女がいるわけないじゃないですか）,はむばね,,はむばね__庄川さんは漏らしそう（お助けキャラに彼女がいるわけないじゃないですか）,2017_ファンタジア大賞_第30回（2017年）金賞_庄川さんは漏らしそう（お助けキャラに彼女がいるわけないじゃないですか）_はむばね,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2金賞!
2017,ファンタジア大賞,第30回（2017年）銀賞,セプテムレックス（セプテムレックス 怠惰の七罪魔と王座戦争）,古宮雅敬,,古宮雅敬__セプテムレックス（セプテムレックス 怠惰の七罪魔と王座戦争）,2017_ファンタジア大賞_第30回（2017年）銀賞_セプテムレックス（セプテムレックス 怠惰の七罪魔と王座戦争）_古宮雅敬,,,1900/01/01,4040727339,1,https://calil.jp/book/4040727339,https://images-na.ssl-images-amazon.com/images/P/4040727339.09.LZZZZZZZ,3銀賞!
2017,ファンタジア大賞,第30回（2017年）銀賞,美少女剣士は筆と踊る（剣聖の私がお前を好きだと?笑わせるな! 大大大好きなのだ!）,月日陽気（秋月月日）,,月日陽気（秋月月日）__美少女剣士は筆と踊る（剣聖の私がお前を好きだと?笑わせるな! 大大大好きなのだ!）,2017_ファンタジア大賞_第30回（2017年）銀賞_美少女剣士は筆と踊る（剣聖の私がお前を好きだと?笑わせるな! 大大大好きなのだ!）_月日陽気（秋月月日）,,,1900/01/01,4040726464,1,https://calil.jp/book/4040726464,https://images-na.ssl-images-amazon.com/images/P/4040726464.09.LZZZZZZZ,3銀賞!
2017,ファンタジア大賞,第30回（2017年）入選,エクスパンド・エクステンド,霞英国,,霞英国__エクスパンド・エクステンド,2017_ファンタジア大賞_第30回（2017年）入選_エクスパンド・エクステンド_霞英国,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ファンタジア大賞,第30回（2017年）入選,アジャンスマン―新時代創作神話―（アジャンスマン:あるいは文化系サークルのラブコメ化を回避する冴えたやりかた）,冥府王祀杜（御手座祀杜）,,冥府王祀杜（御手座祀杜）__アジャンスマン―新時代創作神話―（アジャンスマン:あるいは文化系サークルのラブコメ化を回避する冴えたやりかた）,2017_ファンタジア大賞_第30回（2017年）入選_アジャンスマン―新時代創作神話―（アジャンスマン:あるいは文化系サークルのラブコメ化を回避する冴えたやりかた）_冥府王祀杜（御手座祀杜）,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ファンタジア大賞,第30回（2017年）入選,パイロットが倒れたせいで修学旅行に来ていた俺が操縦するハメに（ハーレム・スコードロン）,上杉託也,,上杉託也__パイロットが倒れたせいで修学旅行に来ていた俺が操縦するハメに（ハーレム・スコードロン）,2017_ファンタジア大賞_第30回（2017年）入選_パイロットが倒れたせいで修学旅行に来ていた俺が操縦するハメに（ハーレム・スコードロン）_上杉託也,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ファンタジア大賞,第30回（2017年）入選,君は、この理不尽な運命に抗えるか,友村夕,,友村夕__君は、この理不尽な運命に抗えるか,2017_ファンタジア大賞_第30回（2017年）入選_君は、この理不尽な運命に抗えるか_友村夕,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ファンタジア大賞,第30回（2017年）伊藤智彦特別賞,吸血風紀委員会（ジャッジメント／ブラッド）,長谷部雄平,,長谷部雄平__吸血風紀委員会（ジャッジメント／ブラッド）,2017_ファンタジア大賞_第30回（2017年）伊藤智彦特別賞_吸血風紀委員会（ジャッジメント／ブラッド）_長谷部雄平,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,4特別賞!
2017,ファンタジア大賞,第30回（2017年）特別賞,青春失格男と、ビタースイートキャット。,長友一馬,,長友一馬__青春失格男と、ビタースイートキャット。,2017_ファンタジア大賞_第30回（2017年）特別賞_青春失格男と、ビタースイートキャット。_長友一馬,,,1900/01/01,4040728033,1,https://calil.jp/book/4040728033,https://images-na.ssl-images-amazon.com/images/P/4040728033.09.LZZZZZZZ,4特別賞!
2017,ボイルドエッグズ新人賞,2017年2月第20回,クルンテープマハナコーン(ry（別れ際にじゃあのなんて、悲しいこと言うなやに改題）,黒瀬陽,2018年6月,黒瀬陽__クルンテープマハナコーン(ry（別れ際にじゃあのなんて、悲しいこと言うなやに改題）,2017_ボイルドエッグズ新人賞_2017年2月第20回_クルンテープマハナコーン(ry（別れ際にじゃあのなんて、悲しいこと言うなやに改題）_黒瀬陽,,,1900/01/01,4152097787,1,https://calil.jp/book/4152097787,https://images-na.ssl-images-amazon.com/images/P/4152097787.09.LZZZZZZZ,3受賞!
2017,ポプラ社小説新人賞,第7回（2017年）受賞,跡を消す,前川ほまれ,2018年7月,前川ほまれ__跡を消す,2017_ポプラ社小説新人賞_第7回（2017年）受賞_跡を消す_前川ほまれ,,,1900/01/01,4591159868,1,https://calil.jp/book/4591159868,https://images-na.ssl-images-amazon.com/images/P/4591159868.09.LZZZZZZZ,3受賞!
2017,ポプラ社小説新人賞,第7回（2017年）特別賞,私が笑ったら、死にますからと、水品さんは言ったんだ。,隙名こと,2018年9月,隙名こと__私が笑ったら、死にますからと、水品さんは言ったんだ。,2017_ポプラ社小説新人賞_第7回（2017年）特別賞_私が笑ったら、死にますからと、水品さんは言ったんだ。_隙名こと,,,1900/01/01,459116019X,1,https://calil.jp/book/459116019X,https://images-na.ssl-images-amazon.com/images/P/459116019X.09.LZZZZZZZ,4特別賞!
2017,ミステリーズ！新人賞,第14回（2017年）,受賞作なし,なし,ミステリーズ！vol.85 OCTOBER 2017,なし__該当作なし,2017_ミステリーズ！新人賞_第14回（2017年）_受賞作なし_なし,,,1900/01/01,n,299,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,ミステリーズ！新人賞,第14回（2017年）優秀賞,未知との遭遇,丹野一郎,ミステリーズ！vol.86 DECEMBER 2017,丹野一郎__未知との遭遇,2017_ミステリーズ！新人賞_第14回（2017年）優秀賞_未知との遭遇_丹野一郎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,4優秀賞!
2017,ミステリが読みたい!,海外編01,熊と踊れ,"アンデシュ・ルースルンド, ステファン・トゥンベリ",,"アンデシュ・ルースルンド, ステファン・トゥンベリ__熊と踊れ","2017_ミステリが読みたい!_海外編01_熊と踊れ_アンデシュ・ルースルンド, ステファン・トゥンベリ",,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2017,ミステリが読みたい!,国内編01,真実の10メートル手前,米澤穂信,,米澤穂信__真実の10メートル手前,2017_ミステリが読みたい!_国内編01_真実の10メートル手前_米澤穂信,,,1900/01/01,4488027563,4,https://calil.jp/book/4488027563,https://images-na.ssl-images-amazon.com/images/P/4488027563.09.LZZZZZZZ,1大賞!
2017,ミステリが読みたい!,海外編02,ミスター・メルセデス,スティーヴン・キング,,スティーヴン・キング__ミスター・メルセデス,2017_ミステリが読みたい!_海外編02_ミスター・メルセデス_スティーヴン・キング,,,1900/01/01,,3,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ミステリが読みたい!,海外編03,拾った女,チャールズ・ウィルフォード,,チャールズ・ウィルフォード__拾った女,2017_ミステリが読みたい!_海外編03_拾った女_チャールズ・ウィルフォード,,,1900/01/01,,3,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,ミステリが読みたい!,海外編04,ザ・カルテル,ドン・ウィンズロウ,,ドン・ウィンズロウ__ザ・カルテル,2017_ミステリが読みたい!_海外編04_ザ・カルテル_ドン・ウィンズロウ,,,1900/01/01,4041019664,3,https://calil.jp/book/4041019664,https://images-na.ssl-images-amazon.com/images/P/4041019664.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編05,悲しみのイレーヌ,ピエール・ルメートル,,ピエール・ルメートル__悲しみのイレーヌ,2017_ミステリが読みたい!_海外編05_悲しみのイレーヌ_ピエール・ルメートル,,,1900/01/01,4167904802,4,https://calil.jp/book/4167904802,https://images-na.ssl-images-amazon.com/images/P/4167904802.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編06,スキン・コレクター,ジェフリー・ディーヴァー,,ジェフリー・ディーヴァー__スキン・コレクター,2017_ミステリが読みたい!_海外編06_スキン・コレクター_ジェフリー・ディーヴァー,,,1900/01/01,4163903488,3,https://calil.jp/book/4163903488,https://images-na.ssl-images-amazon.com/images/P/4163903488.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編07,背信の都,ジェイムズ・エルロイ,,ジェイムズ・エルロイ__背信の都,2017_ミステリが読みたい!_海外編07_背信の都_ジェイムズ・エルロイ,,,1900/01/01,4163904646,1,https://calil.jp/book/4163904646,https://images-na.ssl-images-amazon.com/images/P/4163904646.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編08,終わりなき道,ジョン・ハート,,ジョン・ハート__終わりなき道,2017_ミステリが読みたい!_海外編08_終わりなき道_ジョン・ハート,,,1900/01/01,415001910X,1,https://calil.jp/book/415001910X,https://images-na.ssl-images-amazon.com/images/P/415001910X.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編09,ミレニアム4,ダヴィド・ラーゲルクランツ,,ダヴィド・ラーゲルクランツ__ミレニアム4,2017_ミステリが読みたい!_海外編09_ミレニアム4_ダヴィド・ラーゲルクランツ,,,1900/01/01,4152095849,1,https://calil.jp/book/4152095849,https://images-na.ssl-images-amazon.com/images/P/4152095849.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編02,涙香迷宮,竹本健治,,竹本健治__涙香迷宮,2017_ミステリが読みたい!_国内編02_涙香迷宮_竹本健治,,,1900/01/01,4062199548,5,https://calil.jp/book/4062199548,https://images-na.ssl-images-amazon.com/images/P/4062199548.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,海外編10,プラハの墓地,ウンベルト・エーコ,,ウンベルト・エーコ__プラハの墓地,2017_ミステリが読みたい!_海外編10_プラハの墓地_ウンベルト・エーコ,,,1900/01/01,4488010512,1,https://calil.jp/book/4488010512,https://images-na.ssl-images-amazon.com/images/P/4488010512.09.LZZZZZZZ,候補
