著者__受賞作,著者,受賞作,ISBN10,ImageURL,賞名,Calil
ジョージ・R・R・マーティン__A Song for Lya（ライアへの賛歌）,ジョージ・R・R・マーティン,A Song for Lya（ライアへの賛歌）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ヒューゴー賞_中長編小説部門_1975年 _A Song for Lya（ライアへの賛歌）_ジョージ・R・R・マーティン,https://calil.jp/search?q=%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%20%E3%83%A9%E3%82%A4%E3%82%A2%E3%81%B8%E3%81%AE%E8%B3%9B%E6%AD%8C
アーシュラ・K・ル＝グウィン__The Dispossessed（所有せざる人々）,アーシュラ・K・ル＝グウィン,The Dispossessed（所有せざる人々）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ネビュラ賞_長編小説部門_1975年 受賞_The Dispossessed（所有せざる人々）_アーシュラ・K・ル＝グウィン,https://calil.jp/search?q=%E3%82%A2%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%BBK%E3%83%BB%E3%83%AB%EF%BC%9D%E3%82%B0%E3%82%A6%E3%82%A3%E3%83%B3%20%E6%89%80%E6%9C%89%E3%81%9B%E3%81%96%E3%82%8B%E4%BA%BA%E3%80%85
T・J・バス__The Godwhale（神鯨）,T・J・バス,The Godwhale（神鯨）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ネビュラ賞_長編小説部門_1975年 候補_The Godwhale（神鯨）_T・J・バス,https://calil.jp/search?q=T%E3%83%BBJ%E3%83%BB%E3%83%90%E3%82%B9%20%E7%A5%9E%E9%AF%A8
フィリップ・K・ディック__Flow My Tears（流れよ我が涙、と警官は言った）,フィリップ・K・ディック,Flow My Tears（流れよ我が涙、と警官は言った）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ネビュラ賞_長編小説部門_1975年 候補_Flow My Tears（流れよ我が涙、と警官は言った）_フィリップ・K・ディック,https://calil.jp/search?q=%E3%83%95%E3%82%A3%E3%83%AA%E3%83%83%E3%83%97%E3%83%BBK%E3%83%BB%E3%83%87%E3%82%A3%E3%83%83%E3%82%AF%20%E6%B5%81%E3%82%8C%E3%82%88%E6%88%91%E3%81%8C%E6%B6%99%E3%80%81%E3%81%A8%E8%AD%A6%E5%AE%98%E3%81%AF%E8%A8%80%E3%81%A3%E3%81%9F
トマス・M・ディッシュ__334（334）,トマス・M・ディッシュ,334（334）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ネビュラ賞_長編小説部門_1975年 候補_334（334）_トマス・M・ディッシュ,https://calil.jp/search?q=%E3%83%88%E3%83%9E%E3%82%B9%E3%83%BBM%E3%83%BB%E3%83%87%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%20334
大岡昇平__中原中也,大岡昇平,中原中也,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_野間文芸賞_第27回/1974_中原中也_大岡昇平,https://calil.jp/search?q=%E5%A4%A7%E5%B2%A1%E6%98%87%E5%B9%B3%20%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
小沢冬雄__鬼のいる杜で,小沢冬雄,鬼のいる杜で,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_文藝賞_第11回（1974年度）受賞_鬼のいる杜で_小沢冬雄,https://calil.jp/search?q=%E5%B0%8F%E6%B2%A2%E5%86%AC%E9%9B%84%20%E9%AC%BC%E3%81%AE%E3%81%84%E3%82%8B%E6%9D%9C%E3%81%A7
春山希義__雪のない冬,春山希義,雪のない冬,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_文學界新人賞_第39回（1974年度・下）受賞_雪のない冬_春山希義,https://calil.jp/search?q=%E6%98%A5%E5%B1%B1%E5%B8%8C%E7%BE%A9%20%E9%9B%AA%E3%81%AE%E3%81%AA%E3%81%84%E5%86%AC
倉沢英彬__町へ,倉沢英彬,町へ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_文學界新人賞_第39回（1974年度・下）佳作_町へ_倉沢英彬,https://calil.jp/search?q=%E5%80%89%E6%B2%A2%E8%8B%B1%E5%BD%AC%20%E7%94%BA%E3%81%B8
半村良__雨やどり,半村良,雨やどり,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_72回（1974年下半期）_雨やどり_半村良,https://calil.jp/search?q=%E5%8D%8A%E6%9D%91%E8%89%AF%20%E9%9B%A8%E3%82%84%E3%81%A9%E3%82%8A
井出孫六__アトラス伝説,井出孫六,アトラス伝説,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_72回（1974年下半期）_アトラス伝説_井出孫六,https://calil.jp/search?q=%E4%BA%95%E5%87%BA%E5%AD%AB%E5%85%AD%20%E3%82%A2%E3%83%88%E3%83%A9%E3%82%B9%E4%BC%9D%E8%AA%AC
藤本義一__鬼の詩,藤本義一,鬼の詩,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_71回（1974年上半期）_鬼の詩_藤本義一,https://calil.jp/search?q=%E8%97%A4%E6%9C%AC%E7%BE%A9%E4%B8%80%20%E9%AC%BC%E3%81%AE%E8%A9%A9
臼井吉見__安曇野,臼井吉見,安曇野,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_谷崎潤一郎賞_第10回(1974年)_安曇野_臼井吉見,https://calil.jp/search?q=%E8%87%BC%E4%BA%95%E5%90%89%E8%A6%8B%20%E5%AE%89%E6%9B%87%E9%87%8E
朝海さち子__谷間の生霊たち,朝海さち子,谷間の生霊たち,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_太宰治賞_第10回（1974年）受賞_谷間の生霊たち_朝海さち子,https://calil.jp/search?q=%E6%9C%9D%E6%B5%B7%E3%81%95%E3%81%A1%E5%AD%90%20%E8%B0%B7%E9%96%93%E3%81%AE%E7%94%9F%E9%9C%8A%E3%81%9F%E3%81%A1
今村実__ついの栖,今村実,ついの栖,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_太宰治賞_第10回（1974年）佳作_ついの栖_今村実,https://calil.jp/search?q=%E4%BB%8A%E6%9D%91%E5%AE%9F%20%E3%81%A4%E3%81%84%E3%81%AE%E6%A0%96
中井英夫__悪夢の骨牌,中井英夫,悪夢の骨牌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_泉鏡花文学賞_第2回（1974年度）受賞_悪夢の骨牌_中井英夫,https://calil.jp/search?q=%E4%B8%AD%E4%BA%95%E8%8B%B1%E5%A4%AB%20%E6%82%AA%E5%A4%A2%E3%81%AE%E9%AA%A8%E7%89%8C
上林暁__ブロンズの首,上林暁,ブロンズの首,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_川端康成文学賞_第1回（1974年）_ブロンズの首_上林暁,https://calil.jp/search?q=%E4%B8%8A%E6%9E%97%E6%9A%81%20%E3%83%96%E3%83%AD%E3%83%B3%E3%82%BA%E3%81%AE%E9%A6%96
小松左京__日本沈没,小松左京,日本沈没,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_星雲賞（長編）_第5回1974年_日本沈没_小松左京,https://calil.jp/search?q=%E5%B0%8F%E6%9D%BE%E5%B7%A6%E4%BA%AC%20%E6%97%A5%E6%9C%AC%E6%B2%88%E6%B2%A1
筒井康隆__日本以外全部沈没,筒井康隆,日本以外全部沈没,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_星雲賞（短編）_第5回1974年_日本以外全部沈没_筒井康隆,https://calil.jp/search?q=%E7%AD%92%E4%BA%95%E5%BA%B7%E9%9A%86%20%E6%97%A5%E6%9C%AC%E4%BB%A5%E5%A4%96%E5%85%A8%E9%83%A8%E6%B2%88%E6%B2%A1
山里るり__水曜日には朝がある,山里るり,水曜日には朝がある,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_講談社児童文学新人賞_第15回（1974年度）受賞_水曜日には朝がある_山里るり,https://calil.jp/search?q=%E5%B1%B1%E9%87%8C%E3%82%8B%E3%82%8A%20%E6%B0%B4%E6%9B%9C%E6%97%A5%E3%81%AB%E3%81%AF%E6%9C%9D%E3%81%8C%E3%81%82%E3%82%8B
柏葉幸子__気ちがい通りのリナ,柏葉幸子,気ちがい通りのリナ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_講談社児童文学新人賞_第15回（1974年度）受賞_気ちがい通りのリナ_柏葉幸子,https://calil.jp/search?q=%E6%9F%8F%E8%91%89%E5%B9%B8%E5%AD%90%20%E6%B0%97%E3%81%A1%E3%81%8C%E3%81%84%E9%80%9A%E3%82%8A%E3%81%AE%E3%83%AA%E3%83%8A
江川圀彦__神さまがみんなをわらわせた,江川圀彦,神さまがみんなをわらわせた,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_講談社児童文学新人賞_第15回（1974年度）佳作_神さまがみんなをわらわせた_江川圀彦,https://calil.jp/search?q=%E6%B1%9F%E5%B7%9D%E5%9C%80%E5%BD%A6%20%E7%A5%9E%E3%81%95%E3%81%BE%E3%81%8C%E3%81%BF%E3%82%93%E3%81%AA%E3%82%92%E3%82%8F%E3%82%89%E3%82%8F%E3%81%9B%E3%81%9F
前中行至__光の丘,前中行至,光の丘,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_講談社児童文学新人賞_第15回（1974年度）佳作_光の丘_前中行至,https://calil.jp/search?q=%E5%89%8D%E4%B8%AD%E8%A1%8C%E8%87%B3%20%E5%85%89%E3%81%AE%E4%B8%98
小林久三__暗黒告知,小林久三,暗黒告知,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_江戸川乱歩賞_第20回（1974年度）受賞_暗黒告知_小林久三,https://calil.jp/search?q=%E5%B0%8F%E6%9E%97%E4%B9%85%E4%B8%89%20%E6%9A%97%E9%BB%92%E5%91%8A%E7%9F%A5
古賀敦__豚走また豚走,古賀敦,豚走また豚走,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_江戸川乱歩賞_第20回（1974年度）候補_豚走また豚走_古賀敦,https://calil.jp/search?q=%E5%8F%A4%E8%B3%80%E6%95%A6%20%E8%B1%9A%E8%B5%B0%E3%81%BE%E3%81%9F%E8%B1%9A%E8%B5%B0
嵯峨崎遊__金右衛門の死,嵯峨崎遊,金右衛門の死,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_江戸川乱歩賞_第20回（1974年度）候補_金右衛門の死_嵯峨崎遊,https://calil.jp/search?q=%E5%B5%AF%E5%B3%A8%E5%B4%8E%E9%81%8A%20%E9%87%91%E5%8F%B3%E8%A1%9B%E9%96%80%E3%81%AE%E6%AD%BB
木村嘉孝__悪夢の中のあなた,木村嘉孝,悪夢の中のあなた,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_江戸川乱歩賞_第20回（1974年度）候補_悪夢の中のあなた_木村嘉孝,https://calil.jp/search?q=%E6%9C%A8%E6%9D%91%E5%98%89%E5%AD%9D%20%E6%82%AA%E5%A4%A2%E3%81%AE%E4%B8%AD%E3%81%AE%E3%81%82%E3%81%AA%E3%81%9F
新田次郎__武田信玄ならびに一連の山岳小説に対して,新田次郎,武田信玄ならびに一連の山岳小説に対して,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_吉川英治文学賞_第8回/1974年_武田信玄ならびに一連の山岳小説に対して_新田次郎,https://calil.jp/search?q=%E6%96%B0%E7%94%B0%E6%AC%A1%E9%83%8E%20%E6%AD%A6%E7%94%B0%E4%BF%A1%E7%8E%84%E3%81%AA%E3%82%89%E3%81%B3%E3%81%AB%E4%B8%80%E9%80%A3%E3%81%AE%E5%B1%B1%E5%B2%B3%E5%B0%8F%E8%AA%AC%E3%81%AB%E5%AF%BE%E3%81%97%E3%81%A6
阪田寛夫__土の器,阪田寛夫,土の器,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_芥川賞_72回（1974年下半期）_土の器_阪田寛夫,https://calil.jp/search?q=%E9%98%AA%E7%94%B0%E5%AF%9B%E5%A4%AB%20%E5%9C%9F%E3%81%AE%E5%99%A8
日野啓三__あの夕陽,日野啓三,あの夕陽,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_芥川賞_72回（1974年下半期）_あの夕陽_日野啓三,https://calil.jp/search?q=%E6%97%A5%E9%87%8E%E5%95%93%E4%B8%89%20%E3%81%82%E3%81%AE%E5%A4%95%E9%99%BD
ラリー・ニーヴン__Protector（プロテクター）,ラリー・ニーヴン,Protector（プロテクター）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ヒューゴー賞_長編小説部門_1974年 候補_Protector（プロテクター）_ラリー・ニーヴン,https://calil.jp/search?q=%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%8B%E3%83%BC%E3%83%B4%E3%83%B3%20%E3%83%97%E3%83%AD%E3%83%86%E3%82%AF%E3%82%BF%E3%83%BC
ジェイムズ・ティプトリー・Jr.__The Girl Who Was Plugged In（接続された女）,ジェイムズ・ティプトリー・Jr.,The Girl Who Was Plugged In（接続された女）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ヒューゴー賞_中長編小説部門_1974年 _The Girl Who Was Plugged In（接続された女）_ジェイムズ・ティプトリー・Jr.,https://calil.jp/search?q=%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%A0%E3%82%BA%E3%83%BB%E3%83%86%E3%82%A3%E3%83%97%E3%83%88%E3%83%AA%E3%83%BC%E3%83%BBJr.%20%E6%8E%A5%E7%B6%9A%E3%81%95%E3%82%8C%E3%81%9F%E5%A5%B3
アーサー・C・クラーク__Rendezvous with Rama（宇宙のランデヴー）,アーサー・C・クラーク,Rendezvous with Rama（宇宙のランデヴー）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ネビュラ賞_長編小説部門_1974年 受賞_Rendezvous with Rama（宇宙のランデヴー）_アーサー・C・クラーク,https://calil.jp/search?q=%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%BBC%E3%83%BB%E3%82%AF%E3%83%A9%E3%83%BC%E3%82%AF%20%E5%AE%87%E5%AE%99%E3%81%AE%E3%83%A9%E3%83%B3%E3%83%87%E3%83%B4%E3%83%BC
ロバート・A・ハインライン__Time Enough for Love（愛に時間を）,ロバート・A・ハインライン,Time Enough for Love（愛に時間を）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ネビュラ賞_長編小説部門_1974年 候補_Time Enough for Love（愛に時間を）_ロバート・A・ハインライン,https://calil.jp/search?q=%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88%E3%83%BBA%E3%83%BB%E3%83%8F%E3%82%A4%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3%20%E6%84%9B%E3%81%AB%E6%99%82%E9%96%93%E3%82%92
ポール・アンダースン__The People of the Wind,ポール・アンダースン,The People of the Wind,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ネビュラ賞_長編小説部門_1974年 候補_The People of the Wind_ポール・アンダースン,https://calil.jp/search?q=%E3%83%9D%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%B3%20The%20People%20of%20the%20Wind
デイヴィッド・ジェロルド__The Man Who Folded Himself,デイヴィッド・ジェロルド,The Man Who Folded Himself,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ネビュラ賞_長編小説部門_1974年 候補_The Man Who Folded Himself_デイヴィッド・ジェロルド,https://calil.jp/search?q=%E3%83%87%E3%82%A4%E3%83%B4%E3%82%A3%E3%83%83%E3%83%89%E3%83%BB%E3%82%B8%E3%82%A7%E3%83%AD%E3%83%AB%E3%83%89%20The%20Man%20Who%20Folded%20Himself
トマス・ピンチョン__Gravity's Rainbow（重力の虹）,トマス・ピンチョン,Gravity's Rainbow（重力の虹）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_ネビュラ賞_長編小説部門_1974年 候補_Gravity's Rainbow（重力の虹）_トマス・ピンチョン,https://calil.jp/search?q=%E3%83%88%E3%83%9E%E3%82%B9%E3%83%BB%E3%83%94%E3%83%B3%E3%83%81%E3%83%A7%E3%83%B3%20%E9%87%8D%E5%8A%9B%E3%81%AE%E8%99%B9
大江健三郎__洪水はわが魂に及び,大江健三郎,洪水はわが魂に及び,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_野間文芸賞_第26回/1973_洪水はわが魂に及び（上・下）_大江健三郎,https://calil.jp/search?q=%E5%A4%A7%E6%B1%9F%E5%81%A5%E4%B8%89%E9%83%8E%20%E6%B4%AA%E6%B0%B4%E3%81%AF%E3%82%8F%E3%81%8C%E9%AD%82%E3%81%AB%E5%8F%8A%E3%81%B3
赤坂清一__帰らざる道,赤坂清一,帰らざる道,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_文藝賞_第10回（1973年度）佳作_帰らざる道_赤坂清一,https://calil.jp/search?q=%E8%B5%A4%E5%9D%82%E6%B8%85%E4%B8%80%20%E5%B8%B0%E3%82%89%E3%81%96%E3%82%8B%E9%81%93
北澤輝明__あわいの構図,北澤輝明,あわいの構図,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_文藝賞_第10回（1973年度）佳作_あわいの構図_北澤輝明,https://calil.jp/search?q=%E5%8C%97%E6%BE%A4%E8%BC%9D%E6%98%8E%20%E3%81%82%E3%82%8F%E3%81%84%E3%81%AE%E6%A7%8B%E5%9B%B3
高橋揆一郎__ぽぷらと軍神,高橋揆一郎,ぽぷらと軍神,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_文學界新人賞_第37回（1973年度・下）受賞_ぽぷらと軍神_高橋揆一郎,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E6%8F%86%E4%B8%80%E9%83%8E%20%E3%81%BD%E3%81%B7%E3%82%89%E3%81%A8%E8%BB%8D%E7%A5%9E
吉田健至__ネクタイの世界,吉田健至,ネクタイの世界,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_文學界新人賞_第37回（1973年度・下）受賞_ネクタイの世界_吉田健至,https://calil.jp/search?q=%E5%90%89%E7%94%B0%E5%81%A5%E8%87%B3%20%E3%83%8D%E3%82%AF%E3%82%BF%E3%82%A4%E3%81%AE%E4%B8%96%E7%95%8C
青木八束__蛇いちごの周囲,青木八束,蛇いちごの周囲,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_文學界新人賞_第36回（1973年度・上）受賞_蛇いちごの周囲_青木八束,https://calil.jp/search?q=%E9%9D%92%E6%9C%A8%E5%85%AB%E6%9D%9F%20%E8%9B%87%E3%81%84%E3%81%A1%E3%81%94%E3%81%AE%E5%91%A8%E5%9B%B2
森村誠一__腐食の構造,森村誠一,腐食の構造,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_日本推理作家協会賞_1973年(平成24年)短編_腐食の構造_森村誠一,https://calil.jp/search?q=%E6%A3%AE%E6%9D%91%E8%AA%A0%E4%B8%80%20%E8%85%90%E9%A3%9F%E3%81%AE%E6%A7%8B%E9%80%A0
夏樹静子__蒸発,夏樹静子,蒸発,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_日本推理作家協会賞_1973年(平成24年)短編_蒸発_夏樹静子,https://calil.jp/search?q=%E5%A4%8F%E6%A8%B9%E9%9D%99%E5%AD%90%20%E8%92%B8%E7%99%BA
長部日出雄__津軽世去れ節・津軽じょんから節,長部日出雄,津軽世去れ節・津軽じょんから節,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_直木賞_69回（1973年上半期）_津軽世去れ節・津軽じょんから節_長部日出雄,https://calil.jp/search?q=%E9%95%B7%E9%83%A8%E6%97%A5%E5%87%BA%E9%9B%84%20%E6%B4%A5%E8%BB%BD%E4%B8%96%E5%8E%BB%E3%82%8C%E7%AF%80%E3%83%BB%E6%B4%A5%E8%BB%BD%E3%81%98%E3%82%87%E3%82%93%E3%81%8B%E3%82%89%E7%AF%80
藤沢周平__暗殺の年輪,藤沢周平,暗殺の年輪,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_直木賞_69回（1973年上半期）_暗殺の年輪_藤沢周平,https://calil.jp/search?q=%E8%97%A4%E6%B2%A2%E5%91%A8%E5%B9%B3%20%E6%9A%97%E6%AE%BA%E3%81%AE%E5%B9%B4%E8%BC%AA
加賀乙彦__帰らざる夏,加賀乙彦,帰らざる夏,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_谷崎潤一郎賞_第9回(1973年)_帰らざる夏_加賀乙彦,https://calil.jp/search?q=%E5%8A%A0%E8%B3%80%E4%B9%99%E5%BD%A6%20%E5%B8%B0%E3%82%89%E3%81%96%E3%82%8B%E5%A4%8F
宮尾登美子__櫂,宮尾登美子,櫂,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_太宰治賞_第9回（1973年）受賞_櫂_宮尾登美子,https://calil.jp/search?q=%E5%AE%AE%E5%B0%BE%E7%99%BB%E7%BE%8E%E5%AD%90%20%E6%AB%82
森内俊雄__翔ぶ影,森内俊雄,翔ぶ影,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_泉鏡花文学賞_第1回（1973年度）受賞_翔ぶ影_森内俊雄,https://calil.jp/search?q=%E6%A3%AE%E5%86%85%E4%BF%8A%E9%9B%84%20%E7%BF%94%E3%81%B6%E5%BD%B1
半村良__産霊山秘録,半村良,産霊山秘録,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_泉鏡花文学賞_第1回（1973年度）受賞_産霊山秘録_半村良,https://calil.jp/search?q=%E5%8D%8A%E6%9D%91%E8%89%AF%20%E7%94%A3%E9%9C%8A%E5%B1%B1%E7%A7%98%E9%8C%B2
広瀬正__鏡の国のアリス,広瀬正,鏡の国のアリス,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_星雲賞（長編）_第4回1973年_鏡の国のアリス_広瀬正,https://calil.jp/search?q=%E5%BA%83%E7%80%AC%E6%AD%A3%20%E9%8F%A1%E3%81%AE%E5%9B%BD%E3%81%AE%E3%82%A2%E3%83%AA%E3%82%B9
小松左京__結晶星団,小松左京,結晶星団,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_星雲賞（短編）_第4回1973年_結晶星団_小松左京,https://calil.jp/search?q=%E5%B0%8F%E6%9D%BE%E5%B7%A6%E4%BA%AC%20%E7%B5%90%E6%99%B6%E6%98%9F%E5%9B%A3
太田道子__流蜜のとき,太田道子,流蜜のとき,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_新潮新人賞_第5回（1973年）_流蜜のとき_太田道子,https://calil.jp/search?q=%E5%A4%AA%E7%94%B0%E9%81%93%E5%AD%90%20%E6%B5%81%E8%9C%9C%E3%81%AE%E3%81%A8%E3%81%8D
泉秀樹__剥製博物館,泉秀樹,剥製博物館,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_新潮新人賞_第5回（1973年）_剥製博物館_泉秀樹,https://calil.jp/search?q=%E6%B3%89%E7%A7%80%E6%A8%B9%20%E5%89%A5%E8%A3%BD%E5%8D%9A%E7%89%A9%E9%A4%A8
金原徹郎__ドベ猫メチャラムニュ,金原徹郎,ドベ猫メチャラムニュ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_講談社児童文学新人賞_第14回（1973年度）受賞_ドベ猫メチャラムニュ_金原徹郎,https://calil.jp/search?q=%E9%87%91%E5%8E%9F%E5%BE%B9%E9%83%8E%20%E3%83%89%E3%83%99%E7%8C%AB%E3%83%A1%E3%83%81%E3%83%A3%E3%83%A9%E3%83%A0%E3%83%8B%E3%83%A5
井出郁子__太陽を見たモヤシ,井出郁子,太陽を見たモヤシ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_講談社児童文学新人賞_第14回（1973年度）佳作_太陽を見たモヤシ_井出郁子,https://calil.jp/search?q=%E4%BA%95%E5%87%BA%E9%83%81%E5%AD%90%20%E5%A4%AA%E9%99%BD%E3%82%92%E8%A6%8B%E3%81%9F%E3%83%A2%E3%83%A4%E3%82%B7
小峰元__アルキメデスは手を汚さない,小峰元,アルキメデスは手を汚さない,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_江戸川乱歩賞_第19回（1973年度）受賞_アルキメデスは手を汚さない_小峰元,https://calil.jp/search?q=%E5%B0%8F%E5%B3%B0%E5%85%83%20%E3%82%A2%E3%83%AB%E3%82%AD%E3%83%A1%E3%83%87%E3%82%B9%E3%81%AF%E6%89%8B%E3%82%92%E6%B1%9A%E3%81%95%E3%81%AA%E3%81%84
高柳芳夫__禿鷹城の惨劇,高柳芳夫,禿鷹城の惨劇,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_江戸川乱歩賞_第19回（1973年度）候補_禿鷹城の惨劇_高柳芳夫,https://calil.jp/search?q=%E9%AB%98%E6%9F%B3%E8%8A%B3%E5%A4%AB%20%E7%A6%BF%E9%B7%B9%E5%9F%8E%E3%81%AE%E6%83%A8%E5%8A%87
笠原卓__蒼白の盛装,笠原卓,蒼白の盛装,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_江戸川乱歩賞_第19回（1973年度）候補_蒼白の盛装_笠原卓,https://calil.jp/search?q=%E7%AC%A0%E5%8E%9F%E5%8D%93%20%E8%92%BC%E7%99%BD%E3%81%AE%E7%9B%9B%E8%A3%85
