著者__受賞・最終候補作,受賞作,著者名,ISBN10,ImageURL,賞名,Calil
中山義秀__厚物咲,厚物咲,中山義秀,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1938_芥川賞_7回（1938年上半期）_厚物咲_中山義秀,https://calil.jp/search?q=%E4%B8%AD%E5%B1%B1%E7%BE%A9%E7%A7%80%20%E5%8E%9A%E7%89%A9%E5%92%B2
井伏鱒二__ジョン萬次郎漂流記・その他,ジョン萬次郎漂流記・その他,井伏鱒二,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1937_直木賞_6回（1937年下半期）_ジョン萬次郎漂流記・その他_井伏鱒二,https://calil.jp/search?q=%E4%BA%95%E4%BC%8F%E9%B1%92%E4%BA%8C%20%E3%82%B8%E3%83%A7%E3%83%B3%E8%90%AC%E6%AC%A1%E9%83%8E%E6%BC%82%E6%B5%81%E8%A8%98%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
火野葦平__糞尿譚,糞尿譚,火野葦平,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1937_芥川賞_6回（1937年下半期）_糞尿譚_火野葦平,https://calil.jp/search?q=%E7%81%AB%E9%87%8E%E8%91%A6%E5%B9%B3%20%E7%B3%9E%E5%B0%BF%E8%AD%9A
尾崎一雄__暢氣眼鏡他,暢氣眼鏡他,尾崎一雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1937_芥川賞_5回（1937年上半期）_暢氣眼鏡 他_尾崎一雄,https://calil.jp/search?q=%E5%B0%BE%E5%B4%8E%E4%B8%80%E9%9B%84%20%E6%9A%A2%E6%B0%A3%E7%9C%BC%E9%8F%A1%E4%BB%96
木々高太郎__人生の阿呆,人生の阿呆,木々高太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_直木賞_4回（1936年下半期）_人生の阿呆_木々高太郎,https://calil.jp/search?q=%E6%9C%A8%E3%80%85%E9%AB%98%E5%A4%AA%E9%83%8E%20%E4%BA%BA%E7%94%9F%E3%81%AE%E9%98%BF%E5%91%86
海音寺潮五郎__天正女合戦・武道傳來記,天正女合戦・武道傳來記,海音寺潮五郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_直木賞_3回（1936年上半期）_天正女合戦・武道傳來記_海音寺潮五郎,https://calil.jp/search?q=%E6%B5%B7%E9%9F%B3%E5%AF%BA%E6%BD%AE%E4%BA%94%E9%83%8E%20%E5%A4%A9%E6%AD%A3%E5%A5%B3%E5%90%88%E6%88%A6%E3%83%BB%E6%AD%A6%E9%81%93%E5%82%B3%E4%BE%86%E8%A8%98
石川淳__普賢,普賢,石川淳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_芥川賞_4回（1936年下半期）_普賢_石川淳,https://calil.jp/search?q=%E7%9F%B3%E5%B7%9D%E6%B7%B3%20%E6%99%AE%E8%B3%A2
冨澤有爲男__地中海,地中海,冨澤有爲男,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_芥川賞_4回（1936年下半期）_地中海_冨澤有爲男,https://calil.jp/search?q=%E5%86%A8%E6%BE%A4%E6%9C%89%E7%88%B2%E7%94%B7%20%E5%9C%B0%E4%B8%AD%E6%B5%B7
小田嶽夫__城外,城外,小田嶽夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_芥川賞_3回（1936年上半期）_城外_小田嶽夫,https://calil.jp/search?q=%E5%B0%8F%E7%94%B0%E5%B6%BD%E5%A4%AB%20%E5%9F%8E%E5%A4%96
鶴田知也__コシャマイン記,コシャマイン記,鶴田知也,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1936_芥川賞_3回（1936年上半期）_コシャマイン記_鶴田知也,https://calil.jp/search?q=%E9%B6%B4%E7%94%B0%E7%9F%A5%E4%B9%9F%20%E3%82%B3%E3%82%B7%E3%83%A3%E3%83%9E%E3%82%A4%E3%83%B3%E8%A8%98
鷲尾雨工__吉野朝太平記,吉野朝太平記,鷲尾雨工,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1935_直木賞_2回（1935年下半期）_吉野朝太平記_鷲尾雨工,https://calil.jp/search?q=%E9%B7%B2%E5%B0%BE%E9%9B%A8%E5%B7%A5%20%E5%90%89%E9%87%8E%E6%9C%9D%E5%A4%AA%E5%B9%B3%E8%A8%98
川口松太郎__鶴八鶴次郎・風流深川唄・その他,鶴八鶴次郎・風流深川唄・その他,川口松太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1935_直木賞_1回（1935年上半期）_鶴八鶴次郎・風流深川唄・その他_川口松太郎,https://calil.jp/search?q=%E5%B7%9D%E5%8F%A3%E6%9D%BE%E5%A4%AA%E9%83%8E%20%E9%B6%B4%E5%85%AB%E9%B6%B4%E6%AC%A1%E9%83%8E%E3%83%BB%E9%A2%A8%E6%B5%81%E6%B7%B1%E5%B7%9D%E5%94%84%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
石川達三__蒼氓,蒼氓,石川達三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1935_芥川賞_1回（1935年上半期）_蒼氓_石川達三,https://calil.jp/search?q=%E7%9F%B3%E5%B7%9D%E9%81%94%E4%B8%89%20%E8%92%BC%E6%B0%93
多岐川恭__落ちる,落ちる,多岐川恭,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_直木賞_40回（1958年下半期）_落ちる_多岐川恭,https://calil.jp/search?q=%E5%A4%9A%E5%B2%90%E5%B7%9D%E6%81%AD%20%E8%90%BD%E3%81%A1%E3%82%8B
城山三郎__総会屋錦城,総会屋錦城,城山三郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_直木賞_40回（1958年下半期）_総会屋錦城_城山三郎,https://calil.jp/search?q=%E5%9F%8E%E5%B1%B1%E4%B8%89%E9%83%8E%20%E7%B7%8F%E4%BC%9A%E5%B1%8B%E9%8C%A6%E5%9F%8E
榛葉英治__赤い雪,赤い雪,榛葉英治,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_直木賞_39回（1958年上半期）_赤い雪_榛葉英治,https://calil.jp/search?q=%E6%A6%9B%E8%91%89%E8%8B%B1%E6%B2%BB%20%E8%B5%A4%E3%81%84%E9%9B%AA
山崎豊子__花のれん,花のれん,山崎豊子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_直木賞_39回（1958年上半期）_花のれん_山崎豊子,https://calil.jp/search?q=%E5%B1%B1%E5%B4%8E%E8%B1%8A%E5%AD%90%20%E8%8A%B1%E3%81%AE%E3%82%8C%E3%82%93
多岐川恭__濡れた心,濡れた心,多岐川恭,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_江戸川乱歩賞_第4回（1958年度）受賞_濡れた心_多岐川恭,https://calil.jp/search?q=%E5%A4%9A%E5%B2%90%E5%B7%9D%E6%81%AD%20%E6%BF%A1%E3%82%8C%E3%81%9F%E5%BF%83
大江健三郎__飼育,飼育,大江健三郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1958_芥川賞_39回（1958年上半期）_飼育_大江健三郎,https://calil.jp/search?q=%E5%A4%A7%E6%B1%9F%E5%81%A5%E4%B8%89%E9%83%8E%20%E9%A3%BC%E8%82%B2
江崎誠致__ルソンの谷間,ルソンの谷間,江崎誠致,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1957_直木賞_37回（1957年上半期）_ルソンの谷間_江崎誠致,https://calil.jp/search?q=%E6%B1%9F%E5%B4%8E%E8%AA%A0%E8%87%B4%20%E3%83%AB%E3%82%BD%E3%83%B3%E3%81%AE%E8%B0%B7%E9%96%93
仁木悦子__猫は知っていた,猫は知っていた,仁木悦子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1957_江戸川乱歩賞_第3回（1957年度）受賞_猫は知っていた_仁木悦子,https://calil.jp/search?q=%E4%BB%81%E6%9C%A8%E6%82%A6%E5%AD%90%20%E7%8C%AB%E3%81%AF%E7%9F%A5%E3%81%A3%E3%81%A6%E3%81%84%E3%81%9F
開高健__裸の王様,裸の王様,開高健,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1957_芥川賞_38回（1957年下半期）_裸の王様_開高健,https://calil.jp/search?q=%E9%96%8B%E9%AB%98%E5%81%A5%20%E8%A3%B8%E3%81%AE%E7%8E%8B%E6%A7%98
菊村到__硫黄島,硫黄島,菊村到,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1957_芥川賞_37回（1957年上半期）_硫黄島_菊村到,https://calil.jp/search?q=%E8%8F%8A%E6%9D%91%E5%88%B0%20%E7%A1%AB%E9%BB%84%E5%B3%B6
穂積驚__勝烏,勝烏,穂積驚,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_直木賞_36回（1956年下半期）_勝烏_穂積驚,https://calil.jp/search?q=%E7%A9%82%E7%A9%8D%E9%A9%9A%20%E5%8B%9D%E7%83%8F
今東光__お吟さま,お吟さま,今東光,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_直木賞_36回（1956年下半期）_お吟さま_今東光,https://calil.jp/search?q=%E4%BB%8A%E6%9D%B1%E5%85%89%20%E3%81%8A%E5%90%9F%E3%81%95%E3%81%BE
今官一__壁の花,壁の花,今官一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_直木賞_35回（1956年上半期）_壁の花_今官一,https://calil.jp/search?q=%E4%BB%8A%E5%AE%98%E4%B8%80%20%E5%A3%81%E3%81%AE%E8%8A%B1
南條範夫__燈台鬼,燈台鬼,南條範夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_直木賞_35回（1956年上半期）_燈台鬼_南條範夫,https://calil.jp/search?q=%E5%8D%97%E6%A2%9D%E7%AF%84%E5%A4%AB%20%E7%87%88%E5%8F%B0%E9%AC%BC
早川書房__ハヤカワ・ポケット・ミステリの出版,ハヤカワ・ポケット・ミステリの出版,早川書房,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_江戸川乱歩賞_第2回（1956年度）受賞_ハヤカワ・ポケット・ミステリの出版_早川書房,https://calil.jp/search?q=%E6%97%A9%E5%B7%9D%E6%9B%B8%E6%88%BF%20%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AF%E3%83%BB%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%BB%E3%83%9F%E3%82%B9%E3%83%86%E3%83%AA%E3%81%AE%E5%87%BA%E7%89%88
近藤啓太郎__海人舟,海人舟,近藤啓太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1956_芥川賞_35回（1956年上半期）_海人舟_近藤啓太郎,https://calil.jp/search?q=%E8%BF%91%E8%97%A4%E5%95%93%E5%A4%AA%E9%83%8E%20%E6%B5%B7%E4%BA%BA%E8%88%9F
邱永漢__香港,香港,邱永漢,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1955_直木賞_34回（1955年下半期）_香港_邱永漢,https://calil.jp/search?q=%E9%82%B1%E6%B0%B8%E6%BC%A2%20%E9%A6%99%E6%B8%AF
新田次郎__強力伝,強力伝,新田次郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1955_直木賞_34回（1955年下半期）_強力伝_新田次郎,https://calil.jp/search?q=%E6%96%B0%E7%94%B0%E6%AC%A1%E9%83%8E%20%E5%BC%B7%E5%8A%9B%E4%BC%9D
中島河太郎__探偵小説辞典,探偵小説辞典,中島河太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1955_江戸川乱歩賞_第1回（1955年度）受賞_探偵小説辞典_中島河太郎,https://calil.jp/search?q=%E4%B8%AD%E5%B3%B6%E6%B2%B3%E5%A4%AA%E9%83%8E%20%E6%8E%A2%E5%81%B5%E5%B0%8F%E8%AA%AC%E8%BE%9E%E5%85%B8
石原慎太郎__太陽の季節,太陽の季節,石原慎太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1955_芥川賞_34回（1955年下半期）_太陽の季節_石原慎太郎,https://calil.jp/search?q=%E7%9F%B3%E5%8E%9F%E6%85%8E%E5%A4%AA%E9%83%8E%20%E5%A4%AA%E9%99%BD%E3%81%AE%E5%AD%A3%E7%AF%80
遠藤周作__白い人,白い人,遠藤周作,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1955_芥川賞_33回（1955年上半期）_白い人_遠藤周作,https://calil.jp/search?q=%E9%81%A0%E8%97%A4%E5%91%A8%E4%BD%9C%20%E7%99%BD%E3%81%84%E4%BA%BA
戸川幸夫__高安犬物語,高安犬物語,戸川幸夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_直木賞_32回（1954年下半期）_高安犬物語_戸川幸夫,https://calil.jp/search?q=%E6%88%B8%E5%B7%9D%E5%B9%B8%E5%A4%AB%20%E9%AB%98%E5%AE%89%E7%8A%AC%E7%89%A9%E8%AA%9E
梅崎春生__ボロ家の春秋,ボロ家の春秋,梅崎春生,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_直木賞_32回（1954年下半期）_ボロ家の春秋_梅崎春生,https://calil.jp/search?q=%E6%A2%85%E5%B4%8E%E6%98%A5%E7%94%9F%20%E3%83%9C%E3%83%AD%E5%AE%B6%E3%81%AE%E6%98%A5%E7%A7%8B
有馬頼義__終身未決囚,終身未決囚,有馬頼義,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_直木賞_31回（1954年上半期）_終身未決囚_有馬頼義,https://calil.jp/search?q=%E6%9C%89%E9%A6%AC%E9%A0%BC%E7%BE%A9%20%E7%B5%82%E8%BA%AB%E6%9C%AA%E6%B1%BA%E5%9B%9A
庄野潤三__プールサイド小景,プールサイド小景,庄野潤三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_芥川賞_32回（1954年下半期）_プールサイド小景_庄野潤三,https://calil.jp/search?q=%E5%BA%84%E9%87%8E%E6%BD%A4%E4%B8%89%20%E3%83%97%E3%83%BC%E3%83%AB%E3%82%B5%E3%82%A4%E3%83%89%E5%B0%8F%E6%99%AF
小島信夫__アメリカン・スクール,アメリカン・スクール,小島信夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_芥川賞_32回（1954年下半期）_アメリカン・スクール_小島信夫,https://calil.jp/search?q=%E5%B0%8F%E5%B3%B6%E4%BF%A1%E5%A4%AB%20%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E3%83%B3%E3%83%BB%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB
吉行淳之介__驟雨・その他,驟雨・その他,吉行淳之介,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1954_芥川賞_31回（1954年上半期）_驟雨・その他_吉行淳之介,https://calil.jp/search?q=%E5%90%89%E8%A1%8C%E6%B7%B3%E4%B9%8B%E4%BB%8B%20%E9%A9%9F%E9%9B%A8%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
安岡章太郎__悪い仲間・陰気な愉しみ,悪い仲間・陰気な愉しみ,安岡章太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1953_芥川賞_29回（1953年上半期）_悪い仲間・陰気な愉しみ_安岡章太郎,https://calil.jp/search?q=%E5%AE%89%E5%B2%A1%E7%AB%A0%E5%A4%AA%E9%83%8E%20%E6%82%AA%E3%81%84%E4%BB%B2%E9%96%93%E3%83%BB%E9%99%B0%E6%B0%97%E3%81%AA%E6%84%89%E3%81%97%E3%81%BF
立野信之__叛乱,叛乱,立野信之,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1952_直木賞_28回（1952年下半期）_叛乱_立野信之,https://calil.jp/search?q=%E7%AB%8B%E9%87%8E%E4%BF%A1%E4%B9%8B%20%E5%8F%9B%E4%B9%B1
藤原審爾__罪な女・その他,罪な女・その他,藤原審爾,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1952_直木賞_27回（1952年上半期）_罪な女・その他_藤原審爾,https://calil.jp/search?q=%E8%97%A4%E5%8E%9F%E5%AF%A9%E7%88%BE%20%E7%BD%AA%E3%81%AA%E5%A5%B3%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
五味康祐__喪神,喪神,五味康祐,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1952_芥川賞_28回（1952年下半期）_喪神_五味康祐,https://calil.jp/search?q=%E4%BA%94%E5%91%B3%E5%BA%B7%E7%A5%90%20%E5%96%AA%E7%A5%9E
松本清張__或る「小倉日記」伝,或る「小倉日記」伝,松本清張,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1952_芥川賞_28回（1952年下半期）_或る「小倉日記」伝_松本清張,https://calil.jp/search?q=%E6%9D%BE%E6%9C%AC%E6%B8%85%E5%BC%B5%20%E6%88%96%E3%82%8B%E3%80%8C%E5%B0%8F%E5%80%89%E6%97%A5%E8%A8%98%E3%80%8D%E4%BC%9D
久生十蘭__鈴木主水,鈴木主水,久生十蘭,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_直木賞_26回（1951年下半期）_鈴木主水_久生十蘭,https://calil.jp/search?q=%E4%B9%85%E7%94%9F%E5%8D%81%E8%98%AD%20%E9%88%B4%E6%9C%A8%E4%B8%BB%E6%B0%B4
柴田錬三郎__イエスの裔,イエスの裔,柴田錬三郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_直木賞_26回（1951年下半期）_イエスの裔_柴田錬三郎,https://calil.jp/search?q=%E6%9F%B4%E7%94%B0%E9%8C%AC%E4%B8%89%E9%83%8E%20%E3%82%A4%E3%82%A8%E3%82%B9%E3%81%AE%E8%A3%94
源氏鶏太__英語屋さん・その他,英語屋さん・その他,源氏鶏太,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_直木賞_25回（1951年上半期）_英語屋さん・その他_源氏鶏太,https://calil.jp/search?q=%E6%BA%90%E6%B0%8F%E9%B6%8F%E5%A4%AA%20%E8%8B%B1%E8%AA%9E%E5%B1%8B%E3%81%95%E3%82%93%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
堀田善衛__広場の孤独・漢奸その他,広場の孤独・漢奸その他,堀田善衛,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_芥川賞_26回（1951年下半期）_広場の孤独・漢奸その他_堀田善衛,https://calil.jp/search?q=%E5%A0%80%E7%94%B0%E5%96%84%E8%A1%9B%20%E5%BA%83%E5%A0%B4%E3%81%AE%E5%AD%A4%E7%8B%AC%E3%83%BB%E6%BC%A2%E5%A5%B8%E3%81%9D%E3%81%AE%E4%BB%96
安部公房__壁,壁,安部公房,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_芥川賞_25回（1951年上半期）_壁_安部公房,https://calil.jp/search?q=%E5%AE%89%E9%83%A8%E5%85%AC%E6%88%BF%20%E5%A3%81
石川利光__春の草他,春の草他,石川利光,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1951_芥川賞_25回（1951年上半期）_春の草 他_石川利光,https://calil.jp/search?q=%E7%9F%B3%E5%B7%9D%E5%88%A9%E5%85%89%20%E6%98%A5%E3%81%AE%E8%8D%89%E4%BB%96
檀一雄__真説石川五右衛門・長恨歌,真説石川五右衛門・長恨歌,檀一雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1950_直木賞_24回（1950年下半期）_真説石川五右衛門・長恨歌_檀一雄,https://calil.jp/search?q=%E6%AA%80%E4%B8%80%E9%9B%84%20%E7%9C%9F%E8%AA%AC%E7%9F%B3%E5%B7%9D%E4%BA%94%E5%8F%B3%E8%A1%9B%E9%96%80%E3%83%BB%E9%95%B7%E6%81%A8%E6%AD%8C
今日出海__天皇の帽子,天皇の帽子,今日出海,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1950_直木賞_23回（1950年上半期）_天皇の帽子_今日出海,https://calil.jp/search?q=%E4%BB%8A%E6%97%A5%E5%87%BA%E6%B5%B7%20%E5%A4%A9%E7%9A%87%E3%81%AE%E5%B8%BD%E5%AD%90
小山いと子__執行猶予,執行猶予,小山いと子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1950_直木賞_23回（1950年上半期）_執行猶予_小山いと子,https://calil.jp/search?q=%E5%B0%8F%E5%B1%B1%E3%81%84%E3%81%A8%E5%AD%90%20%E5%9F%B7%E8%A1%8C%E7%8C%B6%E4%BA%88
辻亮一__異邦人,異邦人,辻亮一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1950_芥川賞_23回（1950年上半期）_異邦人_辻亮一,https://calil.jp/search?q=%E8%BE%BB%E4%BA%AE%E4%B8%80%20%E7%95%B0%E9%82%A6%E4%BA%BA
山田克郎__海の廃園,海の廃園,山田克郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1949_直木賞_22回（1949年下半期）_海の廃園_山田克郎,https://calil.jp/search?q=%E5%B1%B1%E7%94%B0%E5%85%8B%E9%83%8E%20%E6%B5%B7%E3%81%AE%E5%BB%83%E5%9C%92
富田常雄__面・刺青,面・刺青,富田常雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1949_直木賞_21回（1949年上半期）_面・刺青_富田常雄,https://calil.jp/search?q=%E5%AF%8C%E7%94%B0%E5%B8%B8%E9%9B%84%20%E9%9D%A2%E3%83%BB%E5%88%BA%E9%9D%92
井上靖__闘牛,闘牛,井上靖,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1949_芥川賞_22回（1949年下半期）_闘牛_井上靖,https://calil.jp/search?q=%E4%BA%95%E4%B8%8A%E9%9D%96%20%E9%97%98%E7%89%9B
由起しげ子__本の話,本の話,由起しげ子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1949_芥川賞_21回（1949年上半期）_本の話_由起しげ子,https://calil.jp/search?q=%E7%94%B1%E8%B5%B7%E3%81%97%E3%81%92%E5%AD%90%20%E6%9C%AC%E3%81%AE%E8%A9%B1
小谷剛__確証,確証,小谷剛,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1949_芥川賞_21回（1949年上半期）_確証_小谷剛,https://calil.jp/search?q=%E5%B0%8F%E8%B0%B7%E5%89%9B%20%E7%A2%BA%E8%A8%BC
岡田誠三__ニューギニヤ山岳戦,ニューギニヤ山岳戦,岡田誠三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1944_直木賞_19回（1944年上半期）_ニューギニヤ山岳戦_岡田誠三,https://calil.jp/search?q=%E5%B2%A1%E7%94%B0%E8%AA%A0%E4%B8%89%20%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%AE%E3%83%8B%E3%83%A4%E5%B1%B1%E5%B2%B3%E6%88%A6
清水基吉__雁立,雁立,清水基吉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1944_芥川賞_20回（1944年下半期）_雁立_清水基吉,https://calil.jp/search?q=%E6%B8%85%E6%B0%B4%E5%9F%BA%E5%90%89%20%E9%9B%81%E7%AB%8B
八木義徳__劉廣福,劉廣福,八木義徳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1944_芥川賞_19回（1944年上半期）_劉廣福_八木義徳,https://calil.jp/search?q=%E5%85%AB%E6%9C%A8%E7%BE%A9%E5%BE%B3%20%E5%8A%89%E5%BB%A3%E7%A6%8F
小尾十三__登攀,登攀,小尾十三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1944_芥川賞_19回（1944年上半期）_登攀_小尾十三,https://calil.jp/search?q=%E5%B0%8F%E5%B0%BE%E5%8D%81%E4%B8%89%20%E7%99%BB%E6%94%80
森荘已池__山畠・蛾と笹舟,山畠・蛾と笹舟,森荘已池,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1943_直木賞_18回（1943年下半期）_山畠・蛾と笹舟_森荘已池,https://calil.jp/search?q=%E6%A3%AE%E8%8D%98%E5%B7%B2%E6%B1%A0%20%E5%B1%B1%E7%95%A0%E3%83%BB%E8%9B%BE%E3%81%A8%E7%AC%B9%E8%88%9F
東野邊薫__和紙,和紙,東野邊薫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1943_芥川賞_18回（1943年下半期）_和紙_東野邊薫,https://calil.jp/search?q=%E6%9D%B1%E9%87%8E%E9%82%8A%E8%96%AB%20%E5%92%8C%E7%B4%99
石塚喜久三__纏足の頃,纏足の頃,石塚喜久三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1943_芥川賞_17回（1943年上半期）_纏足の頃_石塚喜久三,https://calil.jp/search?q=%E7%9F%B3%E5%A1%9A%E5%96%9C%E4%B9%85%E4%B8%89%20%E7%BA%8F%E8%B6%B3%E3%81%AE%E9%A0%83
田岡典夫__強情いちご・その他,強情いちご・その他,田岡典夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1942_直木賞_16回（1942年下半期）_強情いちご・その他_田岡典夫,https://calil.jp/search?q=%E7%94%B0%E5%B2%A1%E5%85%B8%E5%A4%AB%20%E5%BC%B7%E6%83%85%E3%81%84%E3%81%A1%E3%81%94%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
神崎武雄__寛容・その他,寛容・その他,神崎武雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1942_直木賞_16回（1942年下半期）_寛容・その他_神崎武雄,https://calil.jp/search?q=%E7%A5%9E%E5%B4%8E%E6%AD%A6%E9%9B%84%20%E5%AF%9B%E5%AE%B9%E3%83%BB%E3%81%9D%E3%81%AE%E4%BB%96
倉光俊夫__連絡員,連絡員,倉光俊夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1942_芥川賞_16回（1942年下半期）_連絡員_倉光俊夫,https://calil.jp/search?q=%E5%80%89%E5%85%89%E4%BF%8A%E5%A4%AB%20%E9%80%A3%E7%B5%A1%E5%93%A1
木村荘十__雲南守備兵,雲南守備兵,木村荘十,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1941_直木賞_13回（1941年上半期）_雲南守備兵_木村荘十,https://calil.jp/search?q=%E6%9C%A8%E6%9D%91%E8%8D%98%E5%8D%81%20%E9%9B%B2%E5%8D%97%E5%AE%88%E5%82%99%E5%85%B5
芝木好子__青果の市,青果の市,芝木好子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1941_芥川賞_14回（1941年下半期）_青果の市_芝木好子,https://calil.jp/search?q=%E8%8A%9D%E6%9C%A8%E5%A5%BD%E5%AD%90%20%E9%9D%92%E6%9E%9C%E3%81%AE%E5%B8%82
多田裕計__長江デルタ,長江デルタ,多田裕計,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1941_芥川賞_13回（1941年上半期）_長江デルタ_多田裕計,https://calil.jp/search?q=%E5%A4%9A%E7%94%B0%E8%A3%95%E8%A8%88%20%E9%95%B7%E6%B1%9F%E3%83%87%E3%83%AB%E3%82%BF
